Date,Country,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths,Stringency Index,Government Response Index,Containment Index,Economic Support Index
19/9/2020,India,93337,5308014,1133,86752,85.65,70.31,73.21,50.0
20/9/2020,India,92605,5400619,1130,87882,85.65,70.31,73.21,50.0
21/9/2020,India,86961,5487580,1053,88935,83.8,69.27,72.02,50.0
22/9/2020,India,75083,5562663,1085,90020,83.8,69.27,72.02,50.0
23/9/2020,India,83347,5646010,1129,91149,83.8,69.27,72.02,50.0
24/9/2020,India,86508,5732518,1141,92290,83.8,69.27,72.02,50.0
25/9/2020,India,86052,5818570,1089,93379,83.8,69.27,72.02,50.0
26/9/2020,India,85362,5903932,1124,94503,83.8,69.27,72.02,50.0
27/9/2020,India,88600,5992532,1039,95542,83.8,69.27,72.02,50.0
28/9/2020,India,82170,6074702,776,96318,83.8,69.27,72.02,50.0
29/9/2020,India,70589,6145291,1179,97497,83.8,69.27,72.02,50.0
30/9/2020,India,80472,6225763,1181,98678,83.8,69.27,72.02,50.0
1/10/2020,India,86821,6312584,1095,99773,73.61,66.67,69.05,50.0
2/10/2020,India,81484,6394068,1069,100842,73.61,66.67,69.05,50.0
3/10/2020,India,79476,6473544,940,101782,73.61,66.67,69.05,50.0
4/10/2020,India,75829,6549373,903,102685,73.61,66.67,69.05,50.0
5/10/2020,India,74442,6623815,884,103569,73.61,66.67,69.05,50.0
6/10/2020,India,61267,6685082,986,104555,73.61,66.67,69.05,50.0
7/10/2020,India,72049,6757131,971,105526,73.61,66.67,69.05,50.0
8/10/2020,India,78524,6835655,964,106490,73.61,66.67,69.05,50.0
9/10/2020,India,70496,6906151,926,107416,73.61,66.67,69.05,50.0
10/10/2020,India,73272,6979423,918,108334,73.61,66.67,69.05,50.0
11/10/2020,India,74383,7053806,816,109150,73.61,66.67,69.05,50.0
12/10/2020,India,66732,7120538,706,109856,73.61,66.67,69.05,50.0
13/10/2020,India,55342,7175880,730,110586,73.61,66.67,69.05,50.0
14/10/2020,India,63509,7239389,680,111266,73.61,66.67,69.05,50.0
15/10/2020,India,67708,7307097,895,112161,64.35,61.46,63.1,50.0
16/10/2020,India,63371,7370468,837,112998,64.35,61.46,63.1,50.0
17/10/2020,India,62212,7432680,1033,114031,64.35,61.46,63.1,50.0
18/10/2020,India,61871,7494551,579,114610,64.35,61.46,63.1,50.0
19/10/2020,India,55722,7550273,587,115197,64.35,61.46,63.1,50.0
20/10/2020,India,46790,7597063,717,115914,64.35,61.46,63.1,50.0
21/10/2020,India,54044,7651107,702,116616,64.35,61.46,63.1,50.0
22/10/2020,India,55839,7706946,690,117306,64.35,61.46,63.1,50.0
23/10/2020,India,54366,7761312,650,117956,64.35,61.46,63.1,50.0
24/10/2020,India,53370,7814682,578,118534,64.35,61.46,63.1,50.0
25/10/2020,India,50129,7864811,480,119014,64.35,61.46,63.1,50.0
26/10/2020,India,45148,7909959,488,119502,64.35,61.46,63.1,50.0
27/10/2020,India,36470,7946429,508,120010,61.57,59.9,61.31,50.0
28/10/2020,India,43893,7990322,517,120527,61.57,59.9,61.31,50.0
29/10/2020,India,49881,8040203,563,121090,61.57,59.9,61.31,50.0
30/10/2020,India,48648,8088851,551,121641,61.57,59.9,61.31,50.0
31/10/2020,India,48268,8137119,470,122111,61.57,59.9,61.31,50.0
1/11/2020,India,46963,8184082,496,122607,61.57,59.9,61.31,50.0
2/11/2020,India,45231,8229313,490,123097,61.57,59.9,61.31,50.0
3/11/2020,India,38310,8267623,514,123611,61.57,59.9,61.31,50.0
4/11/2020,India,46253,8313876,704,124315,61.57,59.9,61.31,50.0
5/11/2020,India,50210,8364086,670,124985,61.57,59.9,61.31,50.0
6/11/2020,India,47638,8411724,577,125562,61.57,59.9,61.31,50.0
7/11/2020,India,50356,8462080,559,126121,61.57,59.9,61.31,50.0
8/11/2020,India,45674,8507754,490,126611,61.57,59.9,61.31,50.0
9/11/2020,India,45903,8553657,448,127059,61.57,59.9,61.31,50.0
10/11/2020,India,38073,8591730,512,127571,61.57,59.9,61.31,50.0
11/11/2020,India,44281,8636011,550,128121,61.57,59.9,61.31,50.0
12/11/2020,India,47905,8683916,547,128668,61.57,59.9,61.31,50.0
13/11/2020,India,44879,8728795,520,129188,61.57,59.9,61.31,50.0
14/11/2020,India,44684,8773479,447,129635,61.57,59.9,61.31,50.0
15/11/2020,India,41100,8814579,435,130070,61.57,59.9,61.31,50.0
16/11/2020,India,30548,8845127,449,130519,61.57,59.9,61.31,50.0
17/11/2020,India,29163,8874290,474,130993,61.57,59.9,61.31,50.0
18/11/2020,India,38617,8912907,585,131578,61.57,59.9,61.31,50.0
19/11/2020,India,45576,8958483,584,132162,61.57,59.9,61.31,50.0
20/11/2020,India,45882,9004365,564,132726,61.57,59.9,61.31,50.0
21/11/2020,India,46232,9050597,501,133227,68.98,64.06,66.07,50.0
22/11/2020,India,45209,9095806,511,133738,68.98,64.06,66.07,50.0
23/11/2020,India,44059,9139865,480,134218,68.98,64.06,66.07,50.0
24/11/2020,India,37975,9177840,481,134699,68.98,64.06,66.07,50.0
25/11/2020,India,44376,9222216,524,135223,68.98,64.06,66.07,50.0
26/11/2020,India,44489,9266705,492,135715,68.98,64.06,66.07,50.0
27/11/2020,India,43082,9309787,485,136200,68.98,64.06,66.07,50.0
28/11/2020,India,41322,9351109,496,136696,68.98,64.06,66.07,50.0
29/11/2020,India,41810,9392919,443,137139,68.98,64.06,66.07,50.0
30/11/2020,India,38772,9431691,482,137621,68.98,64.06,66.07,50.0
1/12/2020,India,31118,9462809,501,138122,68.98,64.06,66.07,50.0
2/12/2020,India,36604,9499413,526,138648,68.98,64.06,66.07,50.0
3/12/2020,India,35551,9534964,540,139188,68.98,64.06,66.07,50.0
4/12/2020,India,36595,9571559,512,139700,68.98,64.06,66.07,50.0
5/12/2020,India,36652,9608211,482,140182,68.98,64.06,66.07,50.0
6/12/2020,India,36011,9644222,391,140573,68.98,64.06,66.07,50.0
7/12/2020,India,32981,9677203,385,140958,68.98,64.06,66.07,50.0
8/12/2020,India,26567,9703770,402,141360,68.98,64.06,66.07,50.0
9/12/2020,India,32080,9735850,412,141772,68.98,64.06,66.07,50.0
10/12/2020,India,31521,9767371,413,142185,68.98,64.06,66.07,50.0
11/12/2020,India,29398,9796769,443,142628,68.98,64.06,66.07,50.0
12/12/2020,India,30006,9826775,391,143019,68.98,64.06,66.07,50.0
13/12/2020,India,30254,9857029,336,143355,68.98,64.06,66.07,50.0
14/12/2020,India,27071,9884100,354,143709,68.98,64.06,66.07,50.0
15/12/2020,India,22065,9906165,387,144096,68.98,64.06,66.07,50.0
16/12/2020,India,26382,9932547,355,144451,68.98,64.06,66.07,50.0
17/12/2020,India,24010,9956557,338,144789,68.98,64.06,66.07,50.0
18/12/2020,India,22890,9979447,347,145136,68.98,64.06,66.07,50.0
19/12/2020,India,25152,10004599,341,145477,68.98,64.06,66.07,50.0
20/12/2020,India,26624,10031223,333,145810,68.98,64.06,66.07,50.0
21/12/2020,India,24337,10055560,301,146111,68.98,64.06,66.07,50.0
22/12/2020,India,19556,10075116,333,146444,68.98,64.06,66.07,50.0
23/12/2020,India,23950,10099066,312,146756,68.98,64.06,66.07,50.0
24/12/2020,India,24712,10123778,336,147092,68.98,64.06,66.07,50.0
25/12/2020,India,23067,10146845,251,147343,68.98,64.06,66.07,50.0
26/12/2020,India,22273,10169118,279,147622,68.98,64.06,66.07,50.0
27/12/2020,India,18732,10187850,279,147901,68.98,64.06,66.07,50.0
28/12/2020,India,20021,10207871,252,148153,68.98,64.06,66.07,50.0
29/12/2020,India,16432,10224303,286,148439,68.98,64.06,66.07,50.0
30/12/2020,India,20549,10244852,299,148738,68.98,64.06,66.07,50.0
31/12/2020,India,21822,10266674,256,148994,68.98,64.06,66.07,50.0
1/1/2021,India,20035,10286709,480,149474,68.98,64.06,66.07,50.0
2/1/2021,India,19079,10305788,0,149435,68.98,64.06,66.07,50.0
3/1/2021,India,18177,10323965,214,149649,68.98,64.06,66.07,50.0
4/1/2021,India,16504,10340469,201,149850,68.98,64.06,66.07,50.0
5/1/2021,India,16375,10356844,264,150114,68.98,64.06,66.07,50.0
6/1/2021,India,18088,10374932,222,150336,68.98,64.06,66.07,50.0
7/1/2021,India,20346,10395278,234,150570,68.98,64.06,66.07,50.0
8/1/2021,India,18139,10413417,0,150570,68.98,64.06,66.07,50.0
9/1/2021,India,18222,10431639,429,150999,68.98,64.06,66.07,50.0
10/1/2021,India,18645,10450284,161,151160,68.98,64.06,66.07,50.0
11/1/2021,India,16311,10466595,167,151327,68.98,64.06,66.07,50.0
12/1/2021,India,12584,10479179,202,151529,68.98,64.06,66.07,50.0
13/1/2021,India,15968,10495147,198,151727,68.98,64.06,66.07,50.0
14/1/2021,India,16946,10512093,191,151918,68.98,64.06,66.07,50.0
15/1/2021,India,15590,10527683,175,152093,68.98,64.06,66.07,50.0
16/1/2021,India,15158,10542841,181,152274,68.98,66.56,68.93,50.0
17/1/2021,India,15144,10557985,145,152419,68.98,66.56,68.93,50.0
18/1/2021,India,13788,10571773,137,152556,68.98,66.56,68.93,50.0
19/1/2021,India,10064,10581837,162,152718,68.98,66.56,68.93,50.0
20/1/2021,India,13823,10595660,151,152869,68.98,66.56,68.93,50.0
21/1/2021,India,15223,10610883,163,153032,68.98,66.56,68.93,50.0
22/1/2021,India,14545,10625428,152,153184,68.98,66.56,68.93,50.0
23/1/2021,India,14256,10639684,155,153339,68.98,66.56,68.93,50.0
24/1/2021,India,14849,10654533,131,153470,68.98,66.56,68.93,50.0
25/1/2021,India,13203,10667736,117,153587,68.98,66.56,68.93,50.0
26/1/2021,India,9102,10676838,137,153724,67.13,70.47,73.39,50.0
27/1/2021,India,12689,10689527,123,153847,61.57,67.34,69.82,50.0
28/1/2021,India,11666,10701193,163,154010,61.57,67.34,69.82,50.0
29/1/2021,India,18855,10720048,137,154147,61.57,67.34,69.82,50.0
30/1/2021,India,13083,10733131,127,154274,61.57,67.34,69.82,50.0
31/1/2021,India,13052,10746183,118,154392,61.57,67.34,69.82,50.0
1/2/2021,India,11427,10757610,94,154486,61.57,67.34,69.82,50.0
2/2/2021,India,8635,10766245,110,154596,61.57,67.34,69.82,50.0
3/2/2021,India,11039,10777284,107,154703,61.57,67.34,69.82,50.0
4/2/2021,India,12899,10790183,120,154823,61.57,67.34,69.82,50.0
5/2/2021,India,12408,10802591,95,154918,61.57,67.34,69.82,50.0
6/2/2021,India,11713,10814304,78,154996,61.57,67.34,69.82,50.0
7/2/2021,India,12059,10826363,84,155080,61.57,67.34,69.82,50.0
8/2/2021,India,11831,10838194,78,155158,61.57,67.34,69.82,50.0
9/2/2021,India,9110,10847304,94,155252,61.57,67.34,69.82,50.0
10/2/2021,India,11067,10858371,108,155360,61.57,67.34,69.82,50.0
11/2/2021,India,12923,10871294,87,155447,61.57,67.34,69.82,50.0
12/2/2021,India,9309,10880603,103,155550,61.57,67.34,69.82,50.0
13/2/2021,India,12143,10892746,92,155642,61.57,67.34,69.82,50.0
14/2/2021,India,12194,10904940,90,155732,61.57,67.34,69.82,50.0
15/2/2021,India,11649,10916589,81,155813,61.57,67.34,69.82,50.0
16/2/2021,India,9121,10925710,100,155913,61.57,67.34,69.82,50.0
17/2/2021,India,11610,10937320,101,156014,61.57,67.34,69.82,50.0
18/2/2021,India,12881,10950201,97,156111,61.57,67.34,69.82,50.0
19/2/2021,India,13193,10963394,101,156212,61.57,67.34,69.82,50.0
20/2/2021,India,13993,10977387,90,156302,61.57,67.34,69.82,50.0
21/2/2021,India,14264,10991651,83,156385,61.57,67.34,69.82,50.0
22/2/2021,India,14199,11005850,78,156463,61.57,67.34,69.82,50.0
23/2/2021,India,10584,11016434,104,156567,61.57,67.34,69.82,50.0
24/2/2021,India,13742,11030176,138,156705,63.43,68.39,71.01,50.0
25/2/2021,India,16738,11046914,120,156825,63.43,68.39,71.01,50.0
26/2/2021,India,16577,11063491,113,156938,63.43,68.39,71.01,50.0
27/2/2021,India,16488,11079979,113,157051,63.43,68.39,71.01,50.0
28/2/2021,India,16752,11096731,106,157157,63.43,68.39,71.01,50.0
1/3/2021,India,15510,11112241,91,157248,63.43,69.64,72.44,50.0
2/3/2021,India,12286,11124527,98,157346,63.43,69.64,72.44,50.0
3/3/2021,India,14989,11139516,89,157435,63.43,69.64,72.44,50.0
4/3/2021,India,17407,11156923,113,157548,63.43,69.64,72.44,50.0
5/3/2021,India,16838,11173761,108,157656,63.43,69.64,72.44,50.0
6/3/2021,India,18327,11192088,100,157756,63.43,69.64,72.44,50.0
7/3/2021,India,18711,11210799,97,157853,63.43,69.64,72.44,50.0
8/3/2021,India,18599,11229398,77,157930,63.43,69.64,72.44,50.0
9/3/2021,India,15388,11244786,133,158063,57.87,66.51,68.87,50.0
10/3/2021,India,17921,11262707,126,158189,57.87,66.51,68.87,50.0
11/3/2021,India,22854,11285561,117,158306,57.87,66.51,68.87,50.0
12/3/2021,India,23285,11308846,140,158446,57.87,66.51,68.87,50.0
13/3/2021,India,24882,11333728,161,158607,57.87,66.51,68.87,50.0
14/3/2021,India,25320,11359048,118,158725,57.87,66.51,68.87,50.0
15/3/2021,India,26291,11385339,131,158856,57.87,66.51,68.87,50.0
16/3/2021,India,24492,11409831,188,159044,57.87,66.51,68.87,50.0
17/3/2021,India,28903,11438734,172,159216,57.87,66.51,68.87,50.0
18/3/2021,India,35871,11474605,154,159370,57.87,66.51,68.87,50.0
19/3/2021,India,39726,11514331,188,159558,57.87,66.51,68.87,50.0
20/3/2021,India,40953,11555284,197,159755,57.87,66.51,68.87,50.0
21/3/2021,India,43846,11599130,212,159967,57.87,66.51,68.87,50.0
22/3/2021,India,46951,11646081,199,160166,57.87,66.51,68.87,50.0
23/3/2021,India,40715,11686796,275,160441,57.87,66.51,68.87,50.0
24/3/2021,India,47262,11734058,251,160692,57.87,66.51,68.87,50.0
25/3/2021,India,53476,11787534,257,160949,57.87,66.51,68.87,50.0
26/3/2021,India,59118,11846652,291,161240,57.87,66.51,68.87,50.0
27/3/2021,India,62258,11908910,312,161552,57.87,66.51,68.87,50.0
28/3/2021,India,62714,11971624,291,161843,57.87,66.51,68.87,50.0
29/3/2021,India,68020,12039644,271,162114,57.87,66.51,68.87,50.0
30/3/2021,India,56211,12095855,354,162468,57.87,66.51,68.87,50.0
31/3/2021,India,53480,12149335,459,162927,57.87,66.51,68.87,50.0
1/4/2021,India,72330,12221665,469,163396,57.87,61.51,70.3,0.0
2/4/2021,India,81466,12303131,714,164110,57.87,61.51,70.3,0.0
3/4/2021,India,89129,12392260,513,164623,74.54,70.89,81.01,0.0
4/4/2021,India,93249,12485509,478,165101,74.54,70.89,81.01,0.0
5/4/2021,India,103558,12589067,446,165547,69.91,68.28,78.04,0.0
6/4/2021,India,96982,12686049,630,166177,69.91,68.28,78.04,0.0
7/4/2021,India,115736,12801785,685,166862,69.91,68.28,78.04,0.0
8/4/2021,India,126789,12928574,780,167642,69.91,68.28,78.04,0.0
9/4/2021,India,131968,13060542,794,168436,69.91,68.28,78.04,0.0
10/4/2021,India,145384,13205926,839,169275,69.91,68.28,78.04,0.0
11/4/2021,India,152879,13358805,904,170179,69.91,68.28,78.04,0.0
12/4/2021,India,168912,13527717,879,171058,69.91,68.28,78.04,0.0
13/4/2021,India,161736,13689453,1027,172085,69.91,68.28,78.04,0.0
14/4/2021,India,184372,13873825,1038,173123,69.91,68.28,78.04,0.0
15/4/2021,India,200739,14074564,1185,174308,69.91,68.28,78.04,0.0
16/4/2021,India,217353,14291917,1341,175649,69.91,68.28,78.04,0.0
17/4/2021,India,234692,14526609,1501,177150,69.91,68.28,78.04,0.0
18/4/2021,India,261500,14788109,1619,178769,69.91,68.28,78.04,0.0
19/4/2021,India,273810,15061919,1761,180530,73.61,70.36,80.42,0.0
20/4/2021,India,259170,15321089,2023,182553,73.61,70.36,80.42,0.0
21/4/2021,India,295041,15616130,2104,184657,73.61,70.36,80.42,0.0
22/4/2021,India,314835,15930965,2263,186920,73.61,70.36,80.42,0.0
23/4/2021,India,332730,16263695,2624,189544,73.61,70.36,80.42,0.0
24/4/2021,India,346786,16610481,2767,192311,73.61,70.36,80.42,0.0
25/4/2021,India,349691,16960172,2812,195123,73.61,70.36,80.42,0.0
26/4/2021,India,352991,17313163,2771,197894,73.61,70.36,80.42,0.0
27/4/2021,India,323144,17636307,3293,201187,73.61,70.36,80.42,0.0
28/4/2021,India,360960,17997267,3645,204832,73.61,70.36,80.42,0.0
29/4/2021,India,379257,18376524,3498,208330,73.61,70.36,80.42,0.0
30/4/2021,India,386452,18762976,3523,211853,73.61,70.36,80.42,0.0
1/5/2021,India,401993,19164969,3689,215542,73.61,70.36,80.42,0.0
2/5/2021,India,392488,19557457,3417,218959,73.61,70.36,80.42,0.0
3/5/2021,India,368147,19925604,3449,222408,73.61,70.36,80.42,0.0
4/5/2021,India,357229,20282833,3780,226188,73.61,65.16,74.46,0.0
5/5/2021,India,382315,20665148,3980,230168,73.61,68.28,74.46,25.0
6/5/2021,India,412262,21077410,3915,234083,73.61,68.28,74.46,25.0
7/5/2021,India,414188,21491598,4187,238270,73.61,68.28,74.46,25.0
8/5/2021,India,401078,21892676,4077,242347,73.61,68.28,74.46,25.0
9/5/2021,India,403738,22296414,3769,246116,73.61,68.28,74.46,25.0
10/5/2021,India,366161,22662575,3876,249992,81.94,72.97,79.82,25.0
11/5/2021,India,329942,22992517,4205,254197,81.94,72.97,79.82,25.0
12/5/2021,India,348421,23340938,4120,258317,81.94,72.97,79.82,25.0
13/5/2021,India,362727,23703665,4000,262317,81.94,72.97,79.82,25.0
14/5/2021,India,343144,24046809,3890,266207,81.94,72.97,79.82,25.0
15/5/2021,India,326098,24372907,4077,270284,81.94,72.97,79.82,25.0
16/5/2021,India,311170,24684077,4106,274390,81.94,72.97,79.82,25.0
17/5/2021,India,281386,24965463,4329,278719,81.94,72.97,79.82,25.0
18/5/2021,India,263533,25228996,4529,283248,81.94,72.97,79.82,25.0
19/5/2021,India,267334,25496330,3874,287122,81.94,72.97,79.82,25.0
20/5/2021,India,276110,25772440,4209,291331,81.94,72.97,79.82,25.0
21/5/2021,India,259551,26031991,4194,295525,81.94,72.97,79.82,25.0
22/5/2021,India,257299,26289290,3741,299266,81.94,72.97,79.82,25.0
23/5/2021,India,240842,26530132,4454,303720,81.94,72.97,79.82,25.0
24/5/2021,India,222315,26752447,3511,307231,81.94,72.97,79.82,25.0
25/5/2021,India,196427,26948874,4157,311388,81.94,72.97,79.82,25.0
26/5/2021,India,208921,27157795,3847,315235,81.94,72.97,79.82,25.0
27/5/2021,India,211298,27369093,3660,318895,81.94,72.97,79.82,25.0
28/5/2021,India,186364,27555457,3617,322512,81.94,72.97,79.82,25.0
29/5/2021,India,173790,27729247,3460,325972,81.94,72.97,79.82,25.0
30/5/2021,India,165553,27894800,3128,329100,81.94,72.97,79.82,25.0
31/5/2021,India,152734,28047534,2795,331895,81.94,72.97,79.82,25.0
1/6/2021,India,127510,28175044,3207,335102,81.94,72.97,79.82,25.0
2/6/2021,India,132788,28307832,2887,337989,81.94,72.97,79.82,25.0
3/6/2021,India,134154,28441986,2713,340702,81.94,72.97,79.82,25.0
4/6/2021,India,132364,28574350,3380,344082,81.94,72.97,79.82,25.0
5/6/2021,India,120529,28694879,2677,346759,81.94,72.97,79.82,25.0
6/6/2021,India,114460,28809339,2427,349186,81.94,72.97,79.82,25.0
7/6/2021,India,100636,28909975,2123,351309,81.94,72.97,79.82,25.0
8/6/2021,India,86498,28996473,2219,353528,81.94,72.97,79.82,25.0
9/6/2021,India,92596,29089069,2177,355705,81.94,72.97,79.82,25.0
10/6/2021,India,94052,29183121,7374,363079,81.94,72.97,79.82,25.0
11/6/2021,India,91702,29274823,4002,367081,81.94,72.97,79.82,25.0
12/6/2021,India,84332,29359155,3303,370384,81.94,72.97,79.82,25.0
13/6/2021,India,80834,29439989,3921,374305,81.94,72.97,79.82,25.0
14/6/2021,India,70421,29510410,2726,377031,81.94,72.97,79.82,25.0
15/6/2021,India,60471,29570881,2542,379573,81.94,72.97,79.82,25.0
16/6/2021,India,62224,29633105,2330,381903,81.94,72.97,79.82,25.0
17/6/2021,India,67208,29700313,1587,383490,81.94,72.97,79.82,25.0
18/6/2021,India,62480,29762793,1647,385137,81.94,72.97,79.82,25.0
19/6/2021,India,60753,29823546,1571,386708,81.94,72.97,79.82,25.0
20/6/2021,India,58419,29881965,1427,388135,81.94,72.97,79.82,25.0
21/6/2021,India,53256,29935221,1167,389302,81.94,72.97,79.82,25.0
22/6/2021,India,42640,29977861,1358,390660,81.94,72.97,79.82,25.0
23/6/2021,India,50848,30028709,1321,391981,81.94,72.97,79.82,25.0
24/6/2021,India,54069,30082778,1329,393310,81.94,72.97,79.82,25.0
25/6/2021,India,51667,30134445,1183,394493,81.94,72.97,79.82,25.0
26/6/2021,India,48698,30183143,1258,395751,81.94,72.97,79.82,25.0
27/6/2021,India,50040,30233183,979,396730,81.94,72.97,79.82,25.0
28/6/2021,India,46148,30279331,907,397637,81.94,72.97,79.82,25.0
29/6/2021,India,37566,30316897,817,398454,81.94,72.97,79.82,25.0
30/6/2021,India,45951,30362848,1005,399459,81.94,72.97,79.82,25.0
1/7/2021,India,48786,30411634,853,400312,81.94,72.97,79.82,25.0
2/7/2021,India,46617,30458251,738,401050,81.94,72.97,79.82,25.0
3/7/2021,India,44111,30502362,955,402005,81.94,72.97,79.82,25.0
4/7/2021,India,43071,30545433,723,402728,81.94,72.97,79.82,25.0
5/7/2021,India,39796,30585229,553,403281,81.94,72.97,79.82,25.0
6/7/2021,India,34703,30619932,930,404211,81.94,72.97,79.82,25.0
7/7/2021,India,43733,30663665,817,405028,81.94,72.97,79.82,25.0
8/7/2021,India,45892,30709557,911,405939,81.94,72.97,79.82,25.0
9/7/2021,India,43393,30752950,1206,407145,81.94,72.97,79.82,25.0
10/7/2021,India,42766,30795716,895,408040,81.94,72.97,79.82,25.0
11/7/2021,India,41506,30837222,724,408764,81.94,72.97,79.82,25.0
12/7/2021,India,37154,30874376,2020,410784,81.94,72.97,79.82,25.0
13/7/2021,India,32906,30907282,622,411406,81.94,72.97,79.82,25.0
14/7/2021,India,38792,30946074,583,411989,81.94,72.97,79.82,25.0
15/7/2021,India,41806,30987880,542,412531,81.94,72.97,79.82,25.0
16/7/2021,India,38949,31026829,560,413091,81.94,72.97,79.82,25.0
17/7/2021,India,38079,31064908,518,413609,81.94,72.97,79.82,25.0
18/7/2021,India,41157,31106065,499,414108,81.94,72.97,79.82,25.0
19/7/2021,India,38164,31144229,374,414482,81.94,72.97,79.82,25.0
20/7/2021,India,30093,31174322,3998,418480,81.94,72.97,79.82,25.0
21/7/2021,India,42015,31216337,507,418987,78.24,70.89,77.44,25.0
22/7/2021,India,41383,31257720,483,419470,78.24,70.89,77.44,25.0
23/7/2021,India,35342,31293062,0,419470,78.24,70.89,77.44,25.0
24/7/2021,India,39097,31332159,1081,420551,78.24,70.89,77.44,25.0
25/7/2021,India,39742,31371901,416,420967,78.24,70.89,77.44,25.0
26/7/2021,India,39361,31411262,415,421382,74.54,68.8,75.06,25.0
27/7/2021,India,29689,31440951,640,422022,74.54,68.8,75.06,25.0
28/7/2021,India,43654,31484605,640,422662,74.54,68.8,75.06,25.0
29/7/2021,India,43509,31528114,555,423217,74.54,68.8,75.06,25.0
30/7/2021,India,44230,31572344,593,423810,74.54,68.8,75.06,25.0
31/7/2021,India,41649,31613993,541,424351,74.54,68.8,75.06,25.0
1/8/2021,India,41831,31655824,422,424773,74.54,68.8,75.06,25.0
2/8/2021,India,40134,31695958,422,425195,74.54,68.8,75.06,25.0
3/8/2021,India,30549,31726507,562,425757,74.54,68.8,75.06,25.0
4/8/2021,India,42625,31769132,533,426290,74.54,68.8,75.06,25.0
5/8/2021,India,42982,31812114,464,426754,74.54,68.8,75.06,25.0
6/8/2021,India,44643,31856757,617,427371,74.54,68.8,75.06,25.0
7/8/2021,India,38628,31895385,491,427862,74.54,68.8,75.06,25.0
8/8/2021,India,39070,31934455,447,428309,74.54,68.8,75.06,25.0
9/8/2021,India,35499,31969954,373,428682,74.54,68.8,75.06,25.0
10/8/2021,India,28204,31998158,497,429179,74.54,68.8,75.06,25.0
11/8/2021,India,38353,32036511,490,429669,74.54,68.8,75.06,25.0
12/8/2021,India,41195,32077706,585,430254,74.54,68.8,75.06,25.0
13/8/2021,India,40120,32117826,478,430732,74.54,68.8,75.06,25.0
14/8/2021,India,38667,32156493,493,431225,74.54,68.8,75.06,25.0
15/8/2021,India,36083,32192576,417,431642,74.54,68.8,75.06,25.0
16/8/2021,India,32937,32225513,437,432079,70.83,66.72,72.68,25.0
17/8/2021,India,25166,32250679,440,432519,70.83,66.72,72.68,25.0
18/8/2021,India,35178,32285857,530,433049,70.83,66.72,72.68,25.0
19/8/2021,India,36401,32322258,540,433589,70.83,66.72,72.68,25.0
20/8/2021,India,36571,32358829,375,433964,70.83,66.72,72.68,25.0
21/8/2021,India,34457,32393286,403,434367,70.83,66.72,72.68,25.0
22/8/2021,India,30948,32424234,389,434756,70.83,66.72,72.68,25.0
23/8/2021,India,25072,32449306,354,435110,70.83,66.72,72.68,25.0
24/8/2021,India,25467,32474773,648,435758,70.83,67.76,73.87,25.0
25/8/2021,India,37593,32512366,607,436365,70.83,67.76,73.87,25.0
26/8/2021,India,46164,32558530,496,436861,70.83,67.76,73.87,25.0
27/8/2021,India,44658,32603188,509,437370,70.83,67.76,73.87,25.0
28/8/2021,India,46759,32649947,460,437830,70.83,67.76,73.87,25.0
29/8/2021,India,45083,32695030,380,438210,70.83,67.76,73.87,25.0
30/8/2021,India,42909,32737939,350,438560,70.83,67.76,73.87,25.0
31/8/2021,India,30941,32768880,460,439020,70.83,67.76,73.87,25.0
1/9/2021,India,41965,32810845,509,439529,70.83,67.76,73.87,25.0
2/9/2021,India,47092,32857937,366,439895,70.83,67.76,73.87,25.0
3/9/2021,India,45352,32903289,330,440225,70.83,67.76,73.87,25.0
4/9/2021,India,42618,32945907,308,440533,70.83,67.76,73.87,25.0
5/9/2021,India,42766,32988673,219,440752,70.83,67.76,73.87,25.0
6/9/2021,India,38948,33027621,290,441042,70.83,67.76,73.87,25.0
7/9/2021,India,31222,33058843,369,441411,70.83,67.76,73.87,25.0
8/9/2021,India,37875,33096718,338,441749,70.83,67.76,73.87,25.0
9/9/2021,India,43263,33139981,260,442009,70.83,67.76,73.87,25.0
10/9/2021,India,34973,33174954,308,442317,70.83,67.76,73.87,25.0
22/1/2020,US,0,5,0,0,0.0,3.12,3.57,0.0
23/1/2020,US,0,5,0,0,0.0,3.12,3.57,0.0
24/1/2020,US,31,36,0,0,0.0,3.12,3.57,0.0
25/1/2020,US,1,37,0,0,0.0,3.12,3.57,0.0
26/1/2020,US,1,38,0,0,0.0,3.12,3.57,0.0
27/1/2020,US,3,41,0,0,0.0,3.12,3.57,0.0
28/1/2020,US,3,44,0,0,0.0,3.12,3.57,0.0
29/1/2020,US,1,45,0,0,0.0,3.12,3.57,0.0
30/1/2020,US,1,46,0,0,0.0,3.12,3.57,0.0
31/1/2020,US,1,47,0,0,0.0,3.12,3.57,0.0
1/2/2020,US,2,49,0,0,0.0,3.12,3.57,0.0
2/2/2020,US,4,53,0,0,5.56,6.25,7.14,0.0
3/2/2020,US,3,56,0,0,5.56,6.25,7.14,0.0
4/2/2020,US,1,57,0,0,5.56,6.25,7.14,0.0
5/2/2020,US,7,64,0,0,5.56,6.25,7.14,0.0
6/2/2020,US,1,65,0,0,5.56,8.33,9.52,0.0
7/2/2020,US,1,66,0,0,5.56,8.33,9.52,0.0
8/2/2020,US,0,66,0,0,5.56,8.33,9.52,0.0
9/2/2020,US,1,67,0,0,5.56,8.33,9.52,0.0
