Country Name,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,Stringency Index,Government Response Index,Containment Health Index,Economic Support Index
United Kingdom,20200111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,20200120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200122,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200123,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200124,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200126,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200129,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200130,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.56,5.21,5.95,0
United Kingdom,20200131,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,8.33,13.02,14.88,0
United Kingdom,20200201,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,8.33,13.02,14.88,0
United Kingdom,20200202,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200203,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,26014287.82,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200204,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200205,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200206,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200207,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200208,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200209,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200210,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200211,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200212,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200213,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200214,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200215,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200216,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200217,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200218,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200219,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200220,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200221,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200222,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200223,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200224,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200225,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200226,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200227,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200228,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200229,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200301,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200302,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200303,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200304,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200305,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200306,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,26019722.45,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200307,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200308,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200309,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200310,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200311,0,0,0,0,0,0,0,0,0,0,32223318565,183360000,2,1,2,6444663713,0,0,0,0,11.11,14.58,16.67,0
United Kingdom,20200312,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,11.11,8.33,9.52,0
United Kingdom,20200313,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12.96,9.38,10.71,0
United Kingdom,20200314,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12.96,9.38,10.71,0
United Kingdom,20200315,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12.96,9.38,10.71,0
United Kingdom,20200316,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,16.67,11.46,13.1,0
United Kingdom,20200317,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,22.22,17.71,16.67,25
United Kingdom,20200318,3,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,31.48,22.92,22.62,25
United Kingdom,20200319,3,1,1,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,31.48,26.04,22.62,50
United Kingdom,20200320,3,1,1,0,1,1,0,0,2,2,43436046045,0,2,1,0,0,0,0,0,0,37.04,33.85,26.19,87.5
United Kingdom,20200321,3,3,2,0,1,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,47.22,39.58,32.74,87.5
United Kingdom,20200322,3,3,2,0,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,0,62.04,47.92,42.26,87.5
United Kingdom,20200323,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,2989616.7,0,0,3,78.24,63.28,59.82,87.5
United Kingdom,20200324,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,64.06,60.71,87.5
United Kingdom,20200325,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,64.06,60.71,87.5
United Kingdom,20200326,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,254591132.1,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200327,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200328,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200329,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200330,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200331,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200401,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200402,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200403,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200404,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200405,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200406,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200407,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200408,3,3,2,4,1,2,2,0,2,2,929000000,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200409,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200410,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200411,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200412,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200413,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200414,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200415,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200416,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200417,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200418,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200419,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200420,3,3,2,4,1,2,2,0,2,2,1550000000,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200421,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200422,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200423,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200424,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200425,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200426,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200427,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0,3,79.63,65.62,60.71,100
United Kingdom,20200428,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200429,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200430,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200501,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200502,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200503,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200504,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200505,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200506,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200507,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200508,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200509,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200510,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,79.63,66.41,61.61,100
United Kingdom,20200511,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,77.78,65.36,60.42,100
United Kingdom,20200512,3,3,2,4,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,3,77.78,65.36,60.42,100
United Kingdom,20200513,3,3,2,4,1,1,2,0,2,2,0,0,2,1,0,0,0,1,0,3,71.3,61.72,56.25,100
United Kingdom,20200514,3,3,2,4,1,1,2,0,2,2,0,0,2,1,0,0,0,1,0,3,71.3,61.72,56.25,100
United Kingdom,20200515,3,3,2,4,1,1,2,0,2,2,0,0,2,1,0,0,0,1,0,3,71.3,61.72,56.25,100
United Kingdom,20200516,3,3,2,4,1,1,2,0,2,2,0,0,2,1,0,0,0,1,0,3,71.3,61.72,56.25,100
United Kingdom,20200517,3,3,2,4,1,1,2,0,2,2,0,0,2,1,0,0,0,1,0,3,71.3,61.72,56.25,100
United Kingdom,20200518,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200519,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200520,3,3,2,4,1,1,2,0,2,2,0,24500000,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200521,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200522,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200523,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200524,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200525,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200526,3,3,2,4,1,1,2,0,2,2,0,0,2,2,0,0,0,1,0,3,71.3,63.8,58.63,100
United Kingdom,20200527,3,3,2,4,1,1,2,0,2,2,0,0,2,2,1,0,0,1,0,3,71.3,66.93,62.2,100
United Kingdom,20200528,3,3,2,4,1,1,2,0,2,2,0,0,2,2,1,0,0,1,0,3,71.3,66.93,62.2,100
United Kingdom,20200529,3,2,2,4,1,1,2,0,2,2,0,0,2,2,1,0,0,1,0,3,69.44,65.89,61.01,100
United Kingdom,20200530,3,2,2,4,1,1,2,0,2,2,0,0,2,2,1,0,0,1,0,3,69.44,65.89,61.01,100
United Kingdom,20200531,3,2,2,4,1,1,2,0,2,2,0,0,2,2,1,0,0,1,0,3,69.44,65.89,61.01,100
United Kingdom,20200601,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200602,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200603,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200604,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200605,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200606,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200607,3,2,2,4,1,1,2,0,2,2,0,0,2,2,2,0,0,1,0,3,67.59,67.97,63.39,100
United Kingdom,20200608,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200609,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200610,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200611,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200612,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200613,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200614,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,73.15,71.09,66.96,100
United Kingdom,20200615,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200616,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200617,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200618,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200619,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200620,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200621,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,1,0,3,71.3,70.05,65.77,100
United Kingdom,20200622,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200623,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200624,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200625,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200626,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200627,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200628,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200629,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200630,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200701,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200702,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200703,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,71.3,71.61,67.56,100
United Kingdom,20200704,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,70.83,66.67,100
United Kingdom,20200705,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,70.83,66.67,100
United Kingdom,20200706,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200707,3,2,2,4,1,1,1,2,2,2,37600000000,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200708,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200709,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200710,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200711,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200712,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200713,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200714,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200715,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200716,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200717,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,3764384670,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200718,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200719,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200720,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200721,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200722,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200723,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200724,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200725,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200726,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200727,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200728,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200729,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200730,3,2,2,4,1,1,1,2,2,2,15302180,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200731,3,2,2,4,1,1,1,2,2,2,0,0,2,2,2,0,0,2,0,3,64.35,66.67,61.9,100
United Kingdom,20200801,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200802,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200803,3,2,2,4,1,1,2,2,2,2,15302180,0,2,2,2,0,29074142,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200804,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200805,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200806,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200807,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
United Kingdom,20200808,3,2,2,4,1,1,2,2,2,2,0,0,2,2,2,0,0,2,0,3,69.91,69.79,65.48,100
