Country Name,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,Stringency Index,Government Response Index,Containment Health Index,Economic Support Index
Australia,20200205,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200206,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200207,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200208,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200209,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200210,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200211,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200212,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200213,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200214,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200215,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200216,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200217,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200218,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200219,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200220,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200221,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200222,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200223,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200224,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200225,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200226,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200227,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200228,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200229,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200301,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200302,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200303,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200304,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200305,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200306,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200307,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200308,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200309,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200310,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,19.44,19.27,22.02,0
Australia,20200311,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2,1561787799,0,0,0,0,19.44,19.27,22.02,0
Australia,20200312,0,0,0,0,0,0,0,3,1,0,11046974400,0,2,1,2,0,0,0,0,0,19.44,20.83,22.02,12.5
Australia,20200313,0,0,0,0,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,19.44,20.83,22.02,12.5
Australia,20200314,0,0,0,0,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,19.44,20.83,22.02,12.5
Australia,20200315,0,0,0,0,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,19.44,20.83,22.02,12.5
Australia,20200316,0,0,1,2,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,30.56,27.08,29.17,12.5
Australia,20200317,0,0,1,2,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,30.56,27.08,29.17,12.5
Australia,20200318,0,0,2,2,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,2,36.11,34.38,37.5,12.5
Australia,20200319,0,0,2,2,0,0,2,3,1,0,0,0,2,1,2,0,0,0,0,2,44.44,39.06,42.86,12.5
