Country Name,Date,Stringency Index,Government Response Index,Containment Health Index,Economic Support Index
United States,20210225,68.06,66.35,66.9,62.5
United States,20210226,68.06,66.35,66.9,62.5
United States,20210227,68.06,67.6,68.33,62.5
United States,20210228,68.06,67.6,68.33,62.5
United States,20210301,68.06,67.6,68.33,62.5
United States,20210302,68.06,67.6,68.33,62.5
United States,20210303,68.06,67.6,68.33,62.5
United States,20210304,64.35,65.52,65.95,62.5
United States,20210305,64.35,65.52,65.95,62.5
United States,20210306,64.35,65.52,65.95,62.5
United States,20210307,64.35,65.52,65.95,62.5
United States,20210308,64.35,65.52,65.95,62.5
United States,20210309,64.35,65.52,65.95,62.5
United States,20210310,64.35,65.52,65.95,62.5
United States,20210311,64.35,65.52,65.95,62.5
United States,20210312,64.35,65.52,65.95,62.5
United States,20210313,64.35,65.52,65.95,62.5
United States,20210314,64.35,65.52,65.95,62.5
United States,20210315,64.35,65.52,65.95,62.5
United States,20210316,64.35,65.52,65.95,62.5
United States,20210317,64.35,65.52,65.95,62.5
United States,20210318,64.35,65.52,65.95,62.5
United States,20210319,64.35,65.52,65.95,62.5
United States,20210320,64.35,65.52,65.95,62.5
United States,20210321,64.35,65.52,65.95,62.5
United States,20210322,66.2,66.56,67.14,62.5
United States,20210323,61.57,63.96,64.17,62.5
United States,20210324,61.57,63.96,64.17,62.5
United States,20210325,61.57,63.96,64.17,62.5
United States,20210326,61.57,63.96,64.17,62.5
United States,20210327,61.57,63.96,64.17,62.5
United States,20210328,61.57,63.96,64.17,62.5
United States,20210329,58.8,62.4,62.38,62.5
United States,20210330,56.94,62.6,62.62,62.5
United States,20210331,56.94,62.6,62.62,62.5
United States,20210401,56.94,62.6,62.62,62.5
United States,20210402,56.94,62.6,62.62,62.5
United States,20210403,56.94,62.6,62.62,62.5
United States,20210404,56.94,62.6,62.62,62.5
United States,20210405,56.94,62.6,62.62,62.5
United States,20210406,56.94,62.6,62.62,62.5
United States,20210407,56.94,62.6,62.62,62.5
United States,20210408,56.94,62.6,62.62,62.5
United States,20210409,56.94,62.6,62.62,62.5
United States,20210410,56.94,62.6,62.62,62.5
United States,20210411,56.94,62.6,62.62,62.5
United States,20210412,56.94,62.6,62.62,62.5
United States,20210413,56.94,62.6,62.62,62.5
United States,20210414,56.94,62.6,62.62,62.5
United States,20210415,56.94,62.6,62.62,62.5
United States,20210416,56.94,62.6,62.62,62.5
United States,20210417,56.94,62.6,62.62,62.5
United States,20210418,56.94,62.6,62.62,62.5
United States,20210419,56.94,63.85,64.05,62.5
United States,20210420,56.94,63.85,64.05,62.5
United States,20210421,56.94,63.85,64.05,62.5
United States,20210422,56.94,63.85,64.05,62.5
United States,20210423,56.94,63.85,64.05,62.5
United States,20210424,56.94,63.85,64.05,62.5
United States,20210425,56.94,63.85,64.05,62.5
United States,20210426,56.94,63.85,64.05,62.5
United States,20210427,56.94,63.85,64.05,62.5
United States,20210428,56.94,63.85,64.05,62.5
United States,20210429,56.94,63.85,64.05,62.5
United States,20210430,56.94,63.85,64.05,62.5
United States,20210501,56.94,63.85,64.05,62.5
United States,20210502,56.94,63.85,64.05,62.5
United States,20210503,56.94,63.85,64.05,62.5
United States,20210504,56.94,63.85,64.05,62.5
United States,20210505,56.94,65.1,65.48,62.5
United States,20210506,56.94,65.1,65.48,62.5
United States,20210507,56.94,65.1,65.48,62.5
United States,20210508,56.94,65.1,65.48,62.5
United States,20210509,52.31,60.94,62.5,50
United States,20210510,52.31,60.94,62.5,50
United States,20210511,52.31,60.94,62.5,50
United States,20210512,52.31,60.94,62.5,50
United States,20210513,52.31,60.94,62.5,50
United States,20210514,52.31,60.94,62.5,50
United States,20210515,52.31,60.94,62.5,50
United States,20210516,52.31,60.94,62.5,50
United States,20210517,52.31,60.94,62.5,50
United States,20210518,52.31,60.94,62.5,50
United States,20210519,52.31,60.94,62.5,50
United States,20210520,52.31,60.94,62.5,50
United States,20210521,52.31,60.94,62.5,50
United States,20210522,52.31,60.94,62.5,50
United States,20210523,46.76,55.21,55.95,50
United States,20210524,46.76,55.21,55.95,50
United States,20210525,46.76,55.21,55.95,50
United States,20210526,46.76,55.21,55.95,50
United States,20210527,46.76,55.21,55.95,50
United States,20210528,46.76,55.21,55.95,50
United States,20210529,46.76,55.21,55.95,50
United States,20210530,46.76,55.21,55.95,50
United States,20210531,46.76,55.21,55.95,50
United States,20210601,46.76,55.21,55.95,50
United States,20210602,46.76,55.21,55.95,50
United States,20210603,46.76,55.21,55.95,50
United States,20210604,46.76,55.21,55.95,50
United States,20210605,46.76,55.21,55.95,50
United States,20210606,46.76,55.21,55.95,50
United States,20210607,46.76,55.21,55.95,50
United States,20210608,46.76,55.21,55.95,50
United States,20210609,46.76,55.21,55.95,50
United States,20210610,46.76,55.21,55.95,50
United States,20210611,46.76,55.21,55.95,50
United States,20210612,46.76,55.21,55.95,50
United States,20210613,46.76,55.21,55.95,50
United States,20210614,58.8,61.98,63.69,50
United States,20210615,58.8,61.98,63.69,50
United States,20210616,58.8,61.98,63.69,50
United States,20210617,58.8,61.98,63.69,50
United States,20210618,58.8,61.98,63.69,50
United States,20210619,58.8,61.98,63.69,50
United States,20210620,58.8,61.98,63.69,50
United States,20210621,61.57,63.54,65.48,50
United States,20210622,61.57,63.54,65.48,50
United States,20210623,61.57,63.54,65.48,50
United States,20210624,61.57,63.54,65.48,50
United States,20210625,61.57,63.54,65.48,50
United States,20210626,61.57,63.54,65.48,50
United States,20210627,61.57,63.54,65.48,50
United States,20210628,61.57,63.54,65.48,50
United States,20210629,61.57,65.62,67.86,50
United States,20210630,61.57,65.62,67.86,50
United States,20210701,61.57,65.62,67.86,50
United States,20210702,61.57,65.62,67.86,50
United States,20210703,61.57,65.62,67.86,50
United States,20210704,61.57,65.62,67.86,50
United States,20210705,61.57,65.62,67.86,50
United States,20210706,61.57,65.62,67.86,50
United States,20210707,61.57,65.62,67.86,50
United States,20210708,49.54,58.85,60.12,50
United States,20210709,49.54,58.85,60.12,50
United States,20210710,49.54,58.85,60.12,50
United States,20210711,49.54,58.85,60.12,50
United States,20210712,49.54,58.85,60.12,50
United States,20210713,49.54,58.85,60.12,50
United States,20210714,49.54,58.85,60.12,50
United States,20210715,49.54,58.85,60.12,50
United States,20210716,49.54,58.85,60.12,50
United States,20210717,49.54,58.85,60.12,50
United States,20210718,49.54,58.85,60.12,50
United States,20210719,49.54,58.85,60.12,50
United States,20210720,49.54,58.85,60.12,50
United States,20210721,49.54,58.85,60.12,50
United States,20210722,49.54,58.85,60.12,50
United States,20210723,49.54,58.85,60.12,50
United States,20210724,49.54,58.85,60.12,50
United States,20210725,49.54,58.85,60.12,50
United States,20210726,49.54,56.77,57.74,50
United States,20210727,49.54,56.77,57.74,50
United States,20210728,49.54,56.77,57.74,50
United States,20210729,49.54,56.77,57.74,50
United States,20210730,49.54,56.77,57.74,50
United States,20210731,49.54,56.77,57.74,50
United States,20210801,49.54,53.65,57.74,25
United States,20210802,49.54,53.65,57.74,25
United States,20210803,49.54,56.77,57.74,50
United States,20210804,49.54,56.77,57.74,50
United States,20210805,49.54,56.77,57.74,50
United States,20210806,49.54,56.77,57.74,50
United States,20210807,49.54,56.77,57.74,50
United States,20210808,49.54,56.77,57.74,50
United States,20210809,49.54,56.77,57.74,50
United States,20210810,56.02,60.42,61.9,50
United States,20210811,56.02,60.42,61.9,50
United States,20210812,56.02,60.42,61.9,50
United States,20210813,56.02,60.42,61.9,50
United States,20210814,56.02,60.42,61.9,50
United States,20210815,56.02,60.42,61.9,50
United States,20210816,56.02,60.42,61.9,50
United States,20210817,56.02,60.42,61.9,50
United States,20210818,56.02,60.42,61.9,50
United States,20210819,56.02,60.42,61.9,50
United States,20210820,56.02,60.42,61.9,50
United States,20210821,56.02,60.42,61.9,50
United States,20210822,56.02,60.42,61.9,50
United States,20210823,56.02,60.42,61.9,50
United States,20210824,56.02,60.42,61.9,50
United States,20210825,56.02,60.42,61.9,50
United States,20210826,56.02,60.42,61.9,50
United States,20210827,56.02,60.42,61.9,50
United States,20210828,56.02,60.42,61.9,50
United States,20210829,56.02,60.42,61.9,50
United States,20210830,57.87,61.46,63.1,50
United States,20210831,57.87,61.46,63.1,50
United States,20210901,57.87,61.46,63.1,50
United States,20210902,57.87,61.46,63.1,50
United States,20210903,57.87,61.46,63.1,50
United States,20210904,57.87,61.46,63.1,50
United States,20210905,57.87,58.33,63.1,25
United States,20210906,57.87,58.33,63.1,25
United States,20210907,57.87,58.33,63.1,25
United States,20210908,57.87,58.33,63.1,25
United States,20210909,57.87,58.33,63.1,25
United States,20210910,57.87,58.33,63.1,25
