Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases
8/3/20,AU,Australia,WPRO,7,70
9/3/20,AU,Australia,WPRO,7,77
10/3/20,AU,Australia,WPRO,15,92
11/3/20,AU,Australia,WPRO,8,100
12/3/20,AU,Australia,WPRO,22,122
13/3/20,AU,Australia,WPRO,18,140
14/3/20,AU,Australia,WPRO,57,197
15/3/20,AU,Australia,WPRO,52,249
16/3/20,AU,Australia,WPRO,49,298
17/3/20,AU,Australia,WPRO,38,336
18/3/20,AU,Australia,WPRO,78,414
19/3/20,AU,Australia,WPRO,151,565
20/3/20,AU,Australia,WPRO,126,691
21/3/20,AU,Australia,WPRO,182,873
22/3/20,AU,Australia,WPRO,208,1081
23/3/20,AU,Australia,WPRO,315,1396
24/3/20,AU,Australia,WPRO,313,1709
25/3/20,AU,Australia,WPRO,543,2252
26/3/20,AU,Australia,WPRO,171,2423
27/3/20,AU,Australia,WPRO,562,2985
28/3/20,AU,Australia,WPRO,393,3378
29/3/20,AU,Australia,WPRO,431,3809
30/3/20,AU,Australia,WPRO,284,4093
31/3/20,AU,Australia,WPRO,266,4359
1/4/20,AU,Australia,WPRO,348,4707
2/4/20,AU,Australia,WPRO,269,4976
3/4/20,AU,Australia,WPRO,248,5224
4/4/20,AU,Australia,WPRO,230,5454
5/4/20,AU,Australia,WPRO,181,5635
6/4/20,AU,Australia,WPRO,109,5744
7/4/20,AU,Australia,WPRO,100,5844
8/4/20,AU,Australia,WPRO,112,5956
9/4/20,AU,Australia,WPRO,96,6052
10/4/20,AU,Australia,WPRO,100,6152
11/4/20,AU,Australia,WPRO,86,6238
12/4/20,AU,Australia,WPRO,51,6289
13/4/20,AU,Australia,WPRO,33,6322
14/4/20,AU,Australia,WPRO,44,6366
15/4/20,AU,Australia,WPRO,50,6416
16/4/20,AU,Australia,WPRO,42,6458
17/4/20,AU,Australia,WPRO,10,6468
18/4/20,AU,Australia,WPRO,65,6533
19/4/20,AU,Australia,WPRO,53,6586
20/4/20,AU,Australia,WPRO,26,6612
21/4/20,AU,Australia,WPRO,13,6625
22/4/20,AU,Australia,WPRO,22,6647
23/4/20,AU,Australia,WPRO,7,6654
24/4/20,AU,Australia,WPRO,13,6667
25/4/20,AU,Australia,WPRO,20,6687
26/4/20,AU,Australia,WPRO,16,6703
27/4/20,AU,Australia,WPRO,10,6713
28/4/20,AU,Australia,WPRO,12,6725
29/4/20,AU,Australia,WPRO,13,6738
30/4/20,AU,Australia,WPRO,8,6746
1/5/20,AU,Australia,WPRO,16,6762
2/5/20,AU,Australia,WPRO,5,6767
3/5/20,AU,Australia,WPRO,16,6783
4/5/20,AU,Australia,WPRO,18,6801
5/5/20,AU,Australia,WPRO,24,6825
6/5/20,AU,Australia,WPRO,24,6849
7/5/20,AU,Australia,WPRO,26,6875
8/5/20,AU,Australia,WPRO,21,6896
9/5/20,AU,Australia,WPRO,18,6914
10/5/20,AU,Australia,WPRO,15,6929
11/5/20,AU,Australia,WPRO,12,6941
12/5/20,AU,Australia,WPRO,7,6948
13/5/20,AU,Australia,WPRO,16,6964
14/5/20,AU,Australia,WPRO,11,6975
15/5/20,AU,Australia,WPRO,14,6989
16/5/20,AU,Australia,WPRO,30,7019
17/5/20,AU,Australia,WPRO,17,7036
18/5/20,AU,Australia,WPRO,9,7045
19/5/20,AU,Australia,WPRO,15,7060
20/5/20,AU,Australia,WPRO,8,7068
21/5/20,AU,Australia,WPRO,11,7079
22/5/20,AU,Australia,WPRO,2,7081
23/5/20,AU,Australia,WPRO,14,7095
24/5/20,AU,Australia,WPRO,11,7106
25/5/20,AU,Australia,WPRO,3,7109
26/5/20,AU,Australia,WPRO,9,7118
27/5/20,AU,Australia,WPRO,15,7133
28/5/20,AU,Australia,WPRO,6,7139
29/5/20,AU,Australia,WPRO,11,7150
30/5/20,AU,Australia,WPRO,23,7173
31/5/20,AU,Australia,WPRO,12,7185
1/6/20,AU,Australia,WPRO,10,7195
2/6/20,AU,Australia,WPRO,9,7204
3/6/20,AU,Australia,WPRO,17,7221
4/6/20,AU,Australia,WPRO,8,7229
5/6/20,AU,Australia,WPRO,11,7240
6/6/20,AU,Australia,WPRO,11,7251
7/6/20,AU,Australia,WPRO,4,7255
8/6/20,AU,Australia,WPRO,5,7260
9/6/20,AU,Australia,WPRO,5,7265
10/6/20,AU,Australia,WPRO,2,7267
11/6/20,AU,Australia,WPRO,0,7267
12/6/20,AU,Australia,WPRO,18,7285
13/6/20,AU,Australia,WPRO,5,7290
14/6/20,AU,Australia,WPRO,12,7302
15/6/20,AU,Australia,WPRO,18,7320
16/6/20,AU,Australia,WPRO,15,7335
17/6/20,AU,Australia,WPRO,12,7347
18/6/20,AU,Australia,WPRO,23,7370
19/6/20,AU,Australia,WPRO,21,7391
20/6/20,AU,Australia,WPRO,18,7409
21/6/20,AU,Australia,WPRO,27,7436
22/6/20,AU,Australia,WPRO,25,7461
23/6/20,AU,Australia,WPRO,13,7474
24/6/20,AU,Australia,WPRO,18,7492
25/6/20,AU,Australia,WPRO,29,7521
26/6/20,AU,Australia,WPRO,37,7558
27/6/20,AU,Australia,WPRO,37,7595
28/6/20,AU,Australia,WPRO,46,7641
29/6/20,AU,Australia,WPRO,45,7686
30/6/20,AU,Australia,WPRO,81,7767
1/7/20,AU,Australia,WPRO,67,7834
2/7/20,AU,Australia,WPRO,86,7920
3/7/20,AU,Australia,WPRO,81,8001
4/7/20,AU,Australia,WPRO,254,8255
5/7/20,AU,Australia,WPRO,107,8362
6/7/20,AU,Australia,WPRO,87,8449
7/7/20,AU,Australia,WPRO,137,8586
8/7/20,AU,Australia,WPRO,169,8755
9/7/20,AU,Australia,WPRO,131,8886
10/7/20,AU,Australia,WPRO,173,9059
11/7/20,AU,Australia,WPRO,300,9359
12/7/20,AU,Australia,WPRO,194,9553
13/7/20,AU,Australia,WPRO,244,9797
14/7/20,AU,Australia,WPRO,183,9980
15/7/20,AU,Australia,WPRO,271,10251
16/7/20,AU,Australia,WPRO,244,10495
17/7/20,AU,Australia,WPRO,315,10810
18/7/20,AU,Australia,WPRO,425,11235
19/7/20,AU,Australia,WPRO,206,11441
20/7/20,AU,Australia,WPRO,361,11802
21/7/20,AU,Australia,WPRO,267,12069
22/7/20,AU,Australia,WPRO,359,12428
23/7/20,AU,Australia,WPRO,468,12896
24/7/20,AU,Australia,WPRO,410,13306
25/7/20,AU,Australia,WPRO,289,13595
26/7/20,AU,Australia,WPRO,355,13950
27/7/20,AU,Australia,WPRO,453,14403
28/7/20,AU,Australia,WPRO,532,14935
29/7/20,AU,Australia,WPRO,369,15304
30/7/20,AU,Australia,WPRO,278,15582
31/7/20,AU,Australia,WPRO,721,16303
1/8/20,AU,Australia,WPRO,602,16905
2/8/20,AU,Australia,WPRO,377,17282
3/8/20,AU,Australia,WPRO,641,17923
4/8/20,AU,Australia,WPRO,395,18318
5/8/20,AU,Australia,WPRO,411,18729
6/8/20,AU,Australia,WPRO,715,19444
7/8/20,AU,Australia,WPRO,418,19862
8/8/20,AU,Australia,WPRO,410,20272
9/8/20,AU,Australia,WPRO,426,20698
10/8/20,AU,Australia,WPRO,386,21084
11/8/20,AU,Australia,WPRO,313,21397
12/8/20,AU,Australia,WPRO,316,21713
13/8/20,AU,Australia,WPRO,414,22127
14/8/20,AU,Australia,WPRO,231,22358
15/8/20,AU,Australia,WPRO,385,22743
16/8/20,AU,Australia,WPRO,292,23035
17/8/20,AU,Australia,WPRO,253,23288
18/8/20,AU,Australia,WPRO,271,23559
19/8/20,AU,Australia,WPRO,214,23773
20/8/20,AU,Australia,WPRO,220,23993
21/8/20,AU,Australia,WPRO,243,24236
22/8/20,AU,Australia,WPRO,171,24407
23/8/20,AU,Australia,WPRO,195,24602
24/8/20,AU,Australia,WPRO,210,24812
25/8/20,AU,Australia,WPRO,104,24916
26/8/20,AU,Australia,WPRO,137,25053
27/8/20,AU,Australia,WPRO,152,25205
28/8/20,AU,Australia,WPRO,117,25322
29/8/20,AU,Australia,WPRO,126,25448
30/8/20,AU,Australia,WPRO,99,25547
31/8/20,AU,Australia,WPRO,123,25670
1/9/20,AU,Australia,WPRO,76,25746
2/9/20,AU,Australia,WPRO,73,25819
3/9/20,AU,Australia,WPRO,104,25923
4/9/20,AU,Australia,WPRO,126,26049
5/9/20,AU,Australia,WPRO,87,26136
6/9/20,AU,Australia,WPRO,71,26207
7/9/20,AU,Australia,WPRO,72,26279
8/9/20,AU,Australia,WPRO,43,26322
9/9/20,AU,Australia,WPRO,52,26374
10/9/20,AU,Australia,WPRO,91,26465
11/9/20,AU,Australia,WPRO,48,26513
12/9/20,AU,Australia,WPRO,52,26565
13/9/20,AU,Australia,WPRO,42,26607
14/9/20,AU,Australia,WPRO,44,26651
15/9/20,AU,Australia,WPRO,41,26692
16/9/20,AU,Australia,WPRO,46,26738
17/9/20,AU,Australia,WPRO,41,26779
18/9/20,AU,Australia,WPRO,34,26813
19/9/20,AU,Australia,WPRO,48,26861
20/9/20,AU,Australia,WPRO,24,26885
21/9/20,AU,Australia,WPRO,13,26898
22/9/20,AU,Australia,WPRO,14,26912
23/9/20,AU,Australia,WPRO,30,26942
24/9/20,AU,Australia,WPRO,31,26973
25/9/20,AU,Australia,WPRO,10,26983
26/9/20,AU,Australia,WPRO,17,27000
27/9/20,AU,Australia,WPRO,16,27016
28/9/20,AU,Australia,WPRO,24,27040
29/9/20,AU,Australia,WPRO,4,27044
30/9/20,AU,Australia,WPRO,19,27063
1/10/20,AU,Australia,WPRO,15,27078
2/10/20,AU,Australia,WPRO,18,27096
3/10/20,AU,Australia,WPRO,17,27113
4/10/20,AU,Australia,WPRO,8,27121
5/10/20,AU,Australia,WPRO,15,27136
6/10/20,AU,Australia,WPRO,13,27149
7/10/20,AU,Australia,WPRO,25,27174
8/10/20,AU,Australia,WPRO,8,27182
9/10/20,AU,Australia,WPRO,24,27206
10/10/20,AU,Australia,WPRO,23,27229
11/10/20,AU,Australia,WPRO,15,27244
12/10/20,AU,Australia,WPRO,20,27264
13/10/20,AU,Australia,WPRO,22,27286
14/10/20,AU,Australia,WPRO,31,27317
15/10/20,AU,Australia,WPRO,24,27341
16/10/20,AU,Australia,WPRO,21,27362
17/10/20,AU,Australia,WPRO,9,27371
18/10/20,AU,Australia,WPRO,12,27383
19/10/20,AU,Australia,WPRO,7,27390
20/10/20,AU,Australia,WPRO,9,27399
21/10/20,AU,Australia,WPRO,31,27430
22/10/20,AU,Australia,WPRO,14,27444
23/10/20,AU,Australia,WPRO,22,27466
24/10/20,AU,Australia,WPRO,18,27484
25/10/20,AU,Australia,WPRO,15,27499
26/10/20,AU,Australia,WPRO,21,27520
27/10/20,AU,Australia,WPRO,7,27527
28/10/20,AU,Australia,WPRO,14,27541
29/10/20,AU,Australia,WPRO,13,27554
30/10/20,AU,Australia,WPRO,15,27569
31/10/20,AU,Australia,WPRO,13,27582
1/11/20,AU,Australia,WPRO,8,27590
2/11/20,AU,Australia,WPRO,5,27595
3/11/20,AU,Australia,WPRO,7,27602
4/11/20,AU,Australia,WPRO,8,27610
5/11/20,AU,Australia,WPRO,12,27622
6/11/20,AU,Australia,WPRO,11,27633
7/11/20,AU,Australia,WPRO,12,27645
8/11/20,AU,Australia,WPRO,7,27652
9/11/20,AU,Australia,WPRO,6,27658
10/11/20,AU,Australia,WPRO,10,27668
11/11/20,AU,Australia,WPRO,10,27678
12/11/20,AU,Australia,WPRO,8,27686
13/11/20,AU,Australia,WPRO,12,27698
14/11/20,AU,Australia,WPRO,5,27703
15/11/20,AU,Australia,WPRO,8,27711
16/11/20,AU,Australia,WPRO,14,27725
17/11/20,AU,Australia,WPRO,25,27750
18/11/20,AU,Australia,WPRO,6,27756
19/11/20,AU,Australia,WPRO,21,27777
20/11/20,AU,Australia,WPRO,7,27784
21/11/20,AU,Australia,WPRO,5,27789
22/11/20,AU,Australia,WPRO,18,27807
23/11/20,AU,Australia,WPRO,14,27821
24/11/20,AU,Australia,WPRO,14,27835
25/11/20,AU,Australia,WPRO,13,27848
26/11/20,AU,Australia,WPRO,6,27854
27/11/20,AU,Australia,WPRO,13,27867
28/11/20,AU,Australia,WPRO,7,27874
29/11/20,AU,Australia,WPRO,11,27885
30/11/20,AU,Australia,WPRO,8,27893
1/12/20,AU,Australia,WPRO,11,27904
2/12/20,AU,Australia,WPRO,8,27912
3/12/20,AU,Australia,WPRO,11,27923
4/12/20,AU,Australia,WPRO,16,27939
5/12/20,AU,Australia,WPRO,10,27949
6/12/20,AU,Australia,WPRO,7,27956
7/12/20,AU,Australia,WPRO,9,27965
8/12/20,AU,Australia,WPRO,7,27972
9/12/20,AU,Australia,WPRO,15,27987
10/12/20,AU,Australia,WPRO,6,27993
11/12/20,AU,Australia,WPRO,7,28000
12/12/20,AU,Australia,WPRO,12,28012
13/12/20,AU,Australia,WPRO,13,28025
14/12/20,AU,Australia,WPRO,6,28031
15/12/20,AU,Australia,WPRO,8,28039
16/12/20,AU,Australia,WPRO,8,28047
17/12/20,AU,Australia,WPRO,12,28059
18/12/20,AU,Australia,WPRO,13,28072
19/12/20,AU,Australia,WPRO,22,28094
20/12/20,AU,Australia,WPRO,34,28128
21/12/20,AU,Australia,WPRO,43,28171
22/12/20,AU,Australia,WPRO,27,28198
23/12/20,AU,Australia,WPRO,21,28219
24/12/20,AU,Australia,WPRO,19,28238
25/12/20,AU,Australia,WPRO,24,28262
26/12/20,AU,Australia,WPRO,0,28262
27/12/20,AU,Australia,WPRO,34,28296
28/12/20,AU,Australia,WPRO,16,28312
29/12/20,AU,Australia,WPRO,25,28337
30/12/20,AU,Australia,WPRO,13,28350
31/12/20,AU,Australia,WPRO,31,28381
1/1/21,AU,Australia,WPRO,27,28408
2/1/21,AU,Australia,WPRO,19,28427
3/1/21,AU,Australia,WPRO,35,28462
4/1/21,AU,Australia,WPRO,21,28483
5/1/21,AU,Australia,WPRO,21,28504
6/1/21,AU,Australia,WPRO,15,28519
7/1/21,AU,Australia,WPRO,17,28536
8/1/21,AU,Australia,WPRO,11,28547
9/1/21,AU,Australia,WPRO,24,28571
10/1/21,AU,Australia,WPRO,11,28582
11/1/21,AU,Australia,WPRO,13,28595
12/1/21,AU,Australia,WPRO,19,28614
13/1/21,AU,Australia,WPRO,20,28634
14/1/21,AU,Australia,WPRO,16,28650
15/1/21,AU,Australia,WPRO,8,28658
16/1/21,AU,Australia,WPRO,11,28669
17/1/21,AU,Australia,WPRO,20,28689
18/1/21,AU,Australia,WPRO,19,28708
19/1/21,AU,Australia,WPRO,13,28721
20/1/21,AU,Australia,WPRO,9,28730
21/1/21,AU,Australia,WPRO,10,28740
22/1/21,AU,Australia,WPRO,10,28750
23/1/21,AU,Australia,WPRO,5,28755
24/1/21,AU,Australia,WPRO,6,28761
25/1/21,AU,Australia,WPRO,5,28766
26/1/21,AU,Australia,WPRO,11,28777
27/1/21,AU,Australia,WPRO,3,28780
28/1/21,AU,Australia,WPRO,6,28786
29/1/21,AU,Australia,WPRO,8,28794
30/1/21,AU,Australia,WPRO,6,28800
31/1/21,AU,Australia,WPRO,6,28806
1/2/21,AU,Australia,WPRO,5,28811
2/2/21,AU,Australia,WPRO,7,28818
3/2/21,AU,Australia,WPRO,6,28824
4/2/21,AU,Australia,WPRO,5,28829
5/2/21,AU,Australia,WPRO,9,28838
6/2/21,AU,Australia,WPRO,4,28842
7/2/21,AU,Australia,WPRO,6,28848
8/2/21,AU,Australia,WPRO,2,28850
9/2/21,AU,Australia,WPRO,7,28857
10/2/21,AU,Australia,WPRO,3,28860
11/2/21,AU,Australia,WPRO,11,28871
12/2/21,AU,Australia,WPRO,8,28879
13/2/21,AU,Australia,WPRO,7,28886
14/2/21,AU,Australia,WPRO,6,28892
15/2/21,AU,Australia,WPRO,6,28898
16/2/21,AU,Australia,WPRO,2,28900
17/2/21,AU,Australia,WPRO,5,28905
18/2/21,AU,Australia,WPRO,6,28911
19/2/21,AU,Australia,WPRO,1,28912
20/2/21,AU,Australia,WPRO,6,28918
21/2/21,AU,Australia,WPRO,2,28920
22/2/21,AU,Australia,WPRO,6,28926
23/2/21,AU,Australia,WPRO,4,28930
24/2/21,AU,Australia,WPRO,7,28937
25/2/21,AU,Australia,WPRO,2,28939
26/2/21,AU,Australia,WPRO,8,28947
27/2/21,AU,Australia,WPRO,11,28958
28/2/21,AU,Australia,WPRO,7,28965
1/3/21,AU,Australia,WPRO,5,28970
2/3/21,AU,Australia,WPRO,8,28978
3/3/21,AU,Australia,WPRO,8,28986
4/3/21,AU,Australia,WPRO,10,28996
5/3/21,AU,Australia,WPRO,6,29002
6/3/21,AU,Australia,WPRO,18,29020
7/3/21,AU,Australia,WPRO,10,29030
8/3/21,AU,Australia,WPRO,7,29037
9/3/21,AU,Australia,WPRO,9,29046
10/3/21,AU,Australia,WPRO,15,29061
11/3/21,AU,Australia,WPRO,14,29075
12/3/21,AU,Australia,WPRO,15,29090
13/3/21,AU,Australia,WPRO,12,29102
14/3/21,AU,Australia,WPRO,10,29112
15/3/21,AU,Australia,WPRO,5,29117
16/3/21,AU,Australia,WPRO,13,29130
17/3/21,AU,Australia,WPRO,7,29137
18/3/21,AU,Australia,WPRO,16,29153
19/3/21,AU,Australia,WPRO,13,29166
20/3/21,AU,Australia,WPRO,17,29183
21/3/21,AU,Australia,WPRO,9,29192
22/3/21,AU,Australia,WPRO,4,29196
23/3/21,AU,Australia,WPRO,10,29206
24/3/21,AU,Australia,WPRO,5,29211
25/3/21,AU,Australia,WPRO,9,29220
26/3/21,AU,Australia,WPRO,8,29228
27/3/21,AU,Australia,WPRO,12,29240
28/3/21,AU,Australia,WPRO,12,29252
29/3/21,AU,Australia,WPRO,8,29260
30/3/21,AU,Australia,WPRO,18,29278
31/3/21,AU,Australia,WPRO,18,29296
1/4/21,AU,Australia,WPRO,8,29304
2/4/21,AU,Australia,WPRO,18,29322
3/4/21,AU,Australia,WPRO,13,29335
4/4/21,AU,Australia,WPRO,6,29341
5/4/21,AU,Australia,WPRO,7,29348
6/4/21,AU,Australia,WPRO,9,29357
7/4/21,AU,Australia,WPRO,8,29365
8/4/21,AU,Australia,WPRO,14,29379
9/4/21,AU,Australia,WPRO,6,29385
10/4/21,AU,Australia,WPRO,5,29390
11/4/21,AU,Australia,WPRO,6,29396
12/4/21,AU,Australia,WPRO,9,29405
13/4/21,AU,Australia,WPRO,14,29419
14/4/21,AU,Australia,WPRO,18,29437
15/4/21,AU,Australia,WPRO,14,29451
16/4/21,AU,Australia,WPRO,18,29469
17/4/21,AU,Australia,WPRO,15,29484
18/4/21,AU,Australia,WPRO,21,29505
19/4/21,AU,Australia,WPRO,14,29519
20/4/21,AU,Australia,WPRO,24,29543
21/4/21,AU,Australia,WPRO,16,29559
22/4/21,AU,Australia,WPRO,19,29578
23/4/21,AU,Australia,WPRO,24,29602
24/4/21,AU,Australia,WPRO,37,29639
25/4/21,AU,Australia,WPRO,19,29658
26/4/21,AU,Australia,WPRO,8,29666
27/4/21,AU,Australia,WPRO,29,29695
28/4/21,AU,Australia,WPRO,30,29725
29/4/21,AU,Australia,WPRO,24,29749
30/4/21,AU,Australia,WPRO,30,29779
1/5/21,AU,Australia,WPRO,22,29801
2/5/21,AU,Australia,WPRO,11,29812
3/5/21,AU,Australia,WPRO,14,29826
4/5/21,AU,Australia,WPRO,15,29841
5/5/21,AU,Australia,WPRO,11,29852
6/5/21,AU,Australia,WPRO,13,29865
7/5/21,AU,Australia,WPRO,21,29886
8/5/21,AU,Australia,WPRO,11,29897
9/5/21,AU,Australia,WPRO,9,29906
10/5/21,AU,Australia,WPRO,17,29923
11/5/21,AU,Australia,WPRO,8,29931
12/5/21,AU,Australia,WPRO,8,29939
13/5/21,AU,Australia,WPRO,8,29947
14/5/21,AU,Australia,WPRO,8,29955
15/5/21,AU,Australia,WPRO,2,29957
16/5/21,AU,Australia,WPRO,10,29967
17/5/21,AU,Australia,WPRO,8,29975
18/5/21,AU,Australia,WPRO,3,29978
19/5/21,AU,Australia,WPRO,10,29988
20/5/21,AU,Australia,WPRO,3,29991
21/5/21,AU,Australia,WPRO,6,29997
22/5/21,AU,Australia,WPRO,3,30000
23/5/21,AU,Australia,WPRO,4,30004
24/5/21,AU,Australia,WPRO,7,30011
25/5/21,AU,Australia,WPRO,10,30021
26/5/21,AU,Australia,WPRO,9,30030
27/5/21,AU,Australia,WPRO,18,30048
28/5/21,AU,Australia,WPRO,15,30063
29/5/21,AU,Australia,WPRO,10,30073
30/5/21,AU,Australia,WPRO,10,30083
31/5/21,AU,Australia,WPRO,15,30098
1/6/21,AU,Australia,WPRO,8,30106
2/6/21,AU,Australia,WPRO,12,30118
3/6/21,AU,Australia,WPRO,12,30130
4/6/21,AU,Australia,WPRO,7,30137
5/6/21,AU,Australia,WPRO,13,30150
6/6/21,AU,Australia,WPRO,8,30158
7/6/21,AU,Australia,WPRO,17,30175
8/6/21,AU,Australia,WPRO,20,30195
9/6/21,AU,Australia,WPRO,9,30204
10/6/21,AU,Australia,WPRO,6,30210
11/6/21,AU,Australia,WPRO,16,30226
12/6/21,AU,Australia,WPRO,3,30229
13/6/21,AU,Australia,WPRO,8,30237
14/6/21,AU,Australia,WPRO,11,30248
15/6/21,AU,Australia,WPRO,14,30262
16/6/21,AU,Australia,WPRO,12,30274
17/6/21,AU,Australia,WPRO,17,30291
18/6/21,AU,Australia,WPRO,11,30302
19/6/21,AU,Australia,WPRO,11,30313
20/6/21,AU,Australia,WPRO,10,30323
21/6/21,AU,Australia,WPRO,8,30331
22/6/21,AU,Australia,WPRO,25,30356
23/6/21,AU,Australia,WPRO,10,30366
24/6/21,AU,Australia,WPRO,12,30378
25/6/21,AU,Australia,WPRO,30,30408
26/6/21,AU,Australia,WPRO,14,30422
27/6/21,AU,Australia,WPRO,35,30457
28/6/21,AU,Australia,WPRO,42,30499
29/6/21,AU,Australia,WPRO,29,30528
30/6/21,AU,Australia,WPRO,34,30562
1/7/21,AU,Australia,WPRO,48,30610
2/7/21,AU,Australia,WPRO,33,30643
3/7/21,AU,Australia,WPRO,42,30685
4/7/21,AU,Australia,WPRO,49,30734
5/7/21,AU,Australia,WPRO,23,30757
6/7/21,AU,Australia,WPRO,46,30803
7/7/21,AU,Australia,WPRO,29,30832
8/7/21,AU,Australia,WPRO,29,30861
9/7/21,AU,Australia,WPRO,44,30905
10/7/21,AU,Australia,WPRO,50,30955
11/7/21,AU,Australia,WPRO,62,31017
12/7/21,AU,Australia,WPRO,86,31103
13/7/21,AU,Australia,WPRO,121,31224
14/7/21,AU,Australia,WPRO,99,31323
15/7/21,AU,Australia,WPRO,108,31431
16/7/21,AU,Australia,WPRO,85,31516
17/7/21,AU,Australia,WPRO,116,31632
18/7/21,AU,Australia,WPRO,139,31771
19/7/21,AU,Australia,WPRO,127,31898
20/7/21,AU,Australia,WPRO,119,32017
21/7/21,AU,Australia,WPRO,110,32127
22/7/21,AU,Australia,WPRO,141,32268
23/7/21,AU,Australia,WPRO,159,32427
24/7/21,AU,Australia,WPRO,150,32577
25/7/21,AU,Australia,WPRO,178,32755
26/7/21,AU,Australia,WPRO,161,32916
27/7/21,AU,Australia,WPRO,165,33081
28/7/21,AU,Australia,WPRO,186,33267
29/7/21,AU,Australia,WPRO,204,33471
30/7/21,AU,Australia,WPRO,261,33732
31/7/21,AU,Australia,WPRO,177,33909
1/8/21,AU,Australia,WPRO,218,34127
2/8/21,AU,Australia,WPRO,255,34382
3/8/21,AU,Australia,WPRO,228,34610
4/8/21,AU,Australia,WPRO,221,34831
5/8/21,AU,Australia,WPRO,251,35082
6/8/21,AU,Australia,WPRO,297,35379
7/8/21,AU,Australia,WPRO,303,35682
8/8/21,AU,Australia,WPRO,356,36038
9/8/21,AU,Australia,WPRO,291,36329
10/8/21,AU,Australia,WPRO,297,36626
11/8/21,AU,Australia,WPRO,378,37004
12/8/21,AU,Australia,WPRO,368,37372
13/8/21,AU,Australia,WPRO,382,37754
14/8/21,AU,Australia,WPRO,407,38161
15/8/21,AU,Australia,WPRO,489,38650
16/8/21,AU,Australia,WPRO,441,39091
17/8/21,AU,Australia,WPRO,508,39599
18/8/21,AU,Australia,WPRO,490,40089
19/8/21,AU,Australia,WPRO,674,40763
20/8/21,AU,Australia,WPRO,748,41511
21/8/21,AU,Australia,WPRO,705,42216
22/8/21,AU,Australia,WPRO,895,43111
23/8/21,AU,Australia,WPRO,902,44013
24/8/21,AU,Australia,WPRO,895,44908
25/8/21,AU,Australia,WPRO,825,45733
26/8/21,AU,Australia,WPRO,976,46709
27/8/21,AU,Australia,WPRO,1120,47829
28/8/21,AU,Australia,WPRO,975,48804
29/8/21,AU,Australia,WPRO,1124,49928
30/8/21,AU,Australia,WPRO,1315,51243
31/8/21,AU,Australia,WPRO,1351,52594
1/9/21,AU,Australia,WPRO,1237,53831
2/9/21,AU,Australia,WPRO,1262,55093
3/9/21,AU,Australia,WPRO,1455,56548
4/9/21,AU,Australia,WPRO,1643,58191
5/9/21,AU,Australia,WPRO,1731,59922
6/9/21,AU,Australia,WPRO,1684,61606
7/9/21,AU,Australia,WPRO,1528,63134
8/9/21,AU,Australia,WPRO,1494,64628
9/9/21,AU,Australia,WPRO,1690,66318
10/9/21,AU,Australia,WPRO,1727,68045
3/1/20,IN,India,SEARO,0,0
4/1/20,IN,India,SEARO,0,0
5/1/20,IN,India,SEARO,0,0
6/1/20,IN,India,SEARO,0,0
7/1/20,IN,India,SEARO,0,0
8/1/20,IN,India,SEARO,0,0
9/1/20,IN,India,SEARO,0,0
10/1/20,IN,India,SEARO,0,0
11/1/20,IN,India,SEARO,0,0
12/1/20,IN,India,SEARO,0,0
13/1/20,IN,India,SEARO,0,0
14/1/20,IN,India,SEARO,0,0
15/1/20,IN,India,SEARO,0,0
16/1/20,IN,India,SEARO,0,0
17/1/20,IN,India,SEARO,0,0
18/1/20,IN,India,SEARO,0,0
19/1/20,IN,India,SEARO,0,0
20/1/20,IN,India,SEARO,0,0
21/1/20,IN,India,SEARO,0,0
22/1/20,IN,India,SEARO,0,0
23/1/20,IN,India,SEARO,0,0
24/1/20,IN,India,SEARO,0,0
25/1/20,IN,India,SEARO,0,0
26/1/20,IN,India,SEARO,0,0
27/1/20,IN,India,SEARO,0,0
28/1/20,IN,India,SEARO,0,0
29/1/20,IN,India,SEARO,0,0
30/1/20,IN,India,SEARO,1,1
31/1/20,IN,India,SEARO,4,5
1/2/20,IN,India,SEARO,0,5
2/2/20,IN,India,SEARO,-3,2
3/2/20,IN,India,SEARO,1,3
4/2/20,IN,India,SEARO,4,7
5/2/20,IN,India,SEARO,0,7
6/2/20,IN,India,SEARO,0,7
7/2/20,IN,India,SEARO,0,7
8/2/20,IN,India,SEARO,0,7
9/2/20,IN,India,SEARO,0,7
10/2/20,IN,India,SEARO,0,7
11/2/20,IN,India,SEARO,0,7
12/2/20,IN,India,SEARO,0,7
13/2/20,IN,India,SEARO,0,7
14/2/20,IN,India,SEARO,0,7
15/2/20,IN,India,SEARO,0,7
16/2/20,IN,India,SEARO,0,7
17/2/20,IN,India,SEARO,0,7
18/2/20,IN,India,SEARO,0,7
19/2/20,IN,India,SEARO,0,7
20/2/20,IN,India,SEARO,0,7
21/2/20,IN,India,SEARO,0,7
22/2/20,IN,India,SEARO,0,7
23/2/20,IN,India,SEARO,0,7
24/2/20,IN,India,SEARO,0,7
25/2/20,IN,India,SEARO,0,7
26/2/20,IN,India,SEARO,0,7
27/2/20,IN,India,SEARO,0,7
28/2/20,IN,India,SEARO,0,7
29/2/20,IN,India,SEARO,0,7
1/3/20,IN,India,SEARO,0,7
2/3/20,IN,India,SEARO,-2,5
3/3/20,IN,India,SEARO,4,9
4/3/20,IN,India,SEARO,19,28
5/3/20,IN,India,SEARO,1,29
