Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases
6/3/20,IN,India,SEARO,2,31
7/3/20,IN,India,SEARO,3,34
8/3/20,IN,India,SEARO,5,39
9/3/20,IN,India,SEARO,5,44
10/3/20,IN,India,SEARO,6,50
11/3/20,IN,India,SEARO,10,60
12/3/20,IN,India,SEARO,13,73
13/3/20,IN,India,SEARO,8,81
14/3/20,IN,India,SEARO,3,84
15/3/20,IN,India,SEARO,23,107
16/3/20,IN,India,SEARO,7,114
17/3/20,IN,India,SEARO,23,137
18/3/20,IN,India,SEARO,14,151
19/3/20,IN,India,SEARO,22,173
20/3/20,IN,India,SEARO,50,223
21/3/20,IN,India,SEARO,60,283
22/3/20,IN,India,SEARO,77,360
23/3/20,IN,India,SEARO,74,434
24/3/20,IN,India,SEARO,85,519
25/3/20,IN,India,SEARO,87,606
26/3/20,IN,India,SEARO,43,649
27/3/20,IN,India,SEARO,75,724
28/3/20,IN,India,SEARO,185,909
29/3/20,IN,India,SEARO,70,979
30/3/20,IN,India,SEARO,92,1071
31/3/20,IN,India,SEARO,180,1251
1/4/20,IN,India,SEARO,386,1637
2/4/20,IN,India,SEARO,328,1965
3/4/20,IN,India,SEARO,336,2301
4/4/20,IN,India,SEARO,601,2902
5/4/20,IN,India,SEARO,472,3374
6/4/20,IN,India,SEARO,693,4067
7/4/20,IN,India,SEARO,354,4421
8/4/20,IN,India,SEARO,853,5274
9/4/20,IN,India,SEARO,591,5865
10/4/20,IN,India,SEARO,547,6412
11/4/20,IN,India,SEARO,1035,7447
12/4/20,IN,India,SEARO,909,8356
13/4/20,IN,India,SEARO,796,9152
14/4/20,IN,India,SEARO,1211,10363
15/4/20,IN,India,SEARO,1076,11439
16/4/20,IN,India,SEARO,941,12380
17/4/20,IN,India,SEARO,1007,13387
18/4/20,IN,India,SEARO,991,14378
19/4/20,IN,India,SEARO,1334,15712
20/4/20,IN,India,SEARO,1553,17265
21/4/20,IN,India,SEARO,1336,18601
22/4/20,IN,India,SEARO,1383,19984
23/4/20,IN,India,SEARO,1409,21393
24/4/20,IN,India,SEARO,1684,23077
25/4/20,IN,India,SEARO,1429,24506
26/4/20,IN,India,SEARO,1990,26496
27/4/20,IN,India,SEARO,1396,27892
28/4/20,IN,India,SEARO,1543,29435
29/4/20,IN,India,SEARO,1897,31332
30/4/20,IN,India,SEARO,1718,33050
1/5/20,IN,India,SEARO,1993,35043
2/5/20,IN,India,SEARO,2293,37336
3/5/20,IN,India,SEARO,2644,39980
4/5/20,IN,India,SEARO,2553,42533
5/5/20,IN,India,SEARO,3900,46433
6/5/20,IN,India,SEARO,2958,49391
7/5/20,IN,India,SEARO,3561,52952
8/5/20,IN,India,SEARO,3390,56342
9/5/20,IN,India,SEARO,3320,59662
10/5/20,IN,India,SEARO,3277,62939
11/5/20,IN,India,SEARO,4213,67152
12/5/20,IN,India,SEARO,3604,70756
13/5/20,IN,India,SEARO,3525,74281
14/5/20,IN,India,SEARO,3722,78003
15/5/20,IN,India,SEARO,3967,81970
16/5/20,IN,India,SEARO,3970,85940
17/5/20,IN,India,SEARO,4987,90927
18/5/20,IN,India,SEARO,5242,96169
19/5/20,IN,India,SEARO,4970,101139
20/5/20,IN,India,SEARO,5611,106750
21/5/20,IN,India,SEARO,5609,112359
22/5/20,IN,India,SEARO,6088,118447
23/5/20,IN,India,SEARO,6654,125101
24/5/20,IN,India,SEARO,6767,131868
25/5/20,IN,India,SEARO,6977,138845
26/5/20,IN,India,SEARO,6535,145380
27/5/20,IN,India,SEARO,6387,151767
28/5/20,IN,India,SEARO,6566,158333
29/5/20,IN,India,SEARO,7466,165799
30/5/20,IN,India,SEARO,7964,173763
31/5/20,IN,India,SEARO,8380,182143
1/6/20,IN,India,SEARO,8392,190535
2/6/20,IN,India,SEARO,8171,198706
3/6/20,IN,India,SEARO,8909,207615
4/6/20,IN,India,SEARO,9304,216919
5/6/20,IN,India,SEARO,9851,226770
6/6/20,IN,India,SEARO,9887,236657
7/6/20,IN,India,SEARO,9971,246628
8/6/20,IN,India,SEARO,9983,256611
9/6/20,IN,India,SEARO,9987,266598
10/6/20,IN,India,SEARO,9985,276583
11/6/20,IN,India,SEARO,9996,286579
12/6/20,IN,India,SEARO,10956,297535
13/6/20,IN,India,SEARO,11458,308993
14/6/20,IN,India,SEARO,11929,320922
15/6/20,IN,India,SEARO,11502,332424
16/6/20,IN,India,SEARO,10667,343091
17/6/20,IN,India,SEARO,10974,354065
18/6/20,IN,India,SEARO,12881,366946
19/6/20,IN,India,SEARO,13586,380532
20/6/20,IN,India,SEARO,14516,395048
21/6/20,IN,India,SEARO,15413,410461
22/6/20,IN,India,SEARO,14821,425282
23/6/20,IN,India,SEARO,14933,440215
24/6/20,IN,India,SEARO,15968,456183
25/6/20,IN,India,SEARO,16922,473105
26/6/20,IN,India,SEARO,17296,490401
27/6/20,IN,India,SEARO,18552,508953
28/6/20,IN,India,SEARO,19906,528859
29/6/20,IN,India,SEARO,19459,548318
30/6/20,IN,India,SEARO,18522,566840
1/7/20,IN,India,SEARO,18653,585493
2/7/20,IN,India,SEARO,19148,604641
3/7/20,IN,India,SEARO,20903,625544
4/7/20,IN,India,SEARO,22771,648315
5/7/20,IN,India,SEARO,24850,673165
6/7/20,IN,India,SEARO,24248,697413
7/7/20,IN,India,SEARO,22252,719665
8/7/20,IN,India,SEARO,22752,742417
9/7/20,IN,India,SEARO,24879,767296
10/7/20,IN,India,SEARO,26506,793802
11/7/20,IN,India,SEARO,27114,820916
12/7/20,IN,India,SEARO,28637,849553
13/7/20,IN,India,SEARO,28701,878254
14/7/20,IN,India,SEARO,28498,906752
15/7/20,IN,India,SEARO,29429,936181
16/7/20,IN,India,SEARO,32695,968876
17/7/20,IN,India,SEARO,34956,1003832
18/7/20,IN,India,SEARO,34884,1038716
19/7/20,IN,India,SEARO,38902,1077618
20/7/20,IN,India,SEARO,40425,1118043
21/7/20,IN,India,SEARO,37148,1155191
22/7/20,IN,India,SEARO,37724,1192915
23/7/20,IN,India,SEARO,45720,1238635
24/7/20,IN,India,SEARO,49310,1287945
25/7/20,IN,India,SEARO,48916,1336861
26/7/20,IN,India,SEARO,48661,1385522
27/7/20,IN,India,SEARO,49931,1435453
28/7/20,IN,India,SEARO,47703,1483156
29/7/20,IN,India,SEARO,48513,1531669
30/7/20,IN,India,SEARO,52123,1583792
31/7/20,IN,India,SEARO,55078,1638870
1/8/20,IN,India,SEARO,57118,1695988
2/8/20,IN,India,SEARO,54735,1750723
3/8/20,IN,India,SEARO,52972,1803695
4/8/20,IN,India,SEARO,52050,1855745
5/8/20,IN,India,SEARO,52509,1908254
6/8/20,IN,India,SEARO,56282,1964536
7/8/20,IN,India,SEARO,62538,2027074
8/8/20,IN,India,SEARO,61537,2088611
9/8/20,IN,India,SEARO,64399,2153010
10/8/20,IN,India,SEARO,62064,2215074
11/8/20,IN,India,SEARO,53601,2268675
12/8/20,IN,India,SEARO,60963,2329638
13/8/20,IN,India,SEARO,66999,2396637
14/8/20,IN,India,SEARO,64553,2461190
15/8/20,IN,India,SEARO,65002,2526192
16/8/20,IN,India,SEARO,63490,2589682
17/8/20,IN,India,SEARO,57981,2647663
18/8/20,IN,India,SEARO,55079,2702742
19/8/20,IN,India,SEARO,64531,2767273
20/8/20,IN,India,SEARO,69652,2836925
21/8/20,IN,India,SEARO,68898,2905823
22/8/20,IN,India,SEARO,69878,2975701
23/8/20,IN,India,SEARO,69239,3044940
24/8/20,IN,India,SEARO,61408,3106348
25/8/20,IN,India,SEARO,60975,3167323
26/8/20,IN,India,SEARO,67151,3234474
27/8/20,IN,India,SEARO,75760,3310234
28/8/20,IN,India,SEARO,77266,3387500
29/8/20,IN,India,SEARO,76472,3463972
30/8/20,IN,India,SEARO,78761,3542733
31/8/20,IN,India,SEARO,78512,3621245
1/9/20,IN,India,SEARO,69921,3691166
2/9/20,IN,India,SEARO,78357,3769523
3/9/20,IN,India,SEARO,83883,3853406
4/9/20,IN,India,SEARO,83341,3936747
5/9/20,IN,India,SEARO,86432,4023179
6/9/20,IN,India,SEARO,90632,4113811
7/9/20,IN,India,SEARO,90802,4204613
8/9/20,IN,India,SEARO,75809,4280422
9/9/20,IN,India,SEARO,89706,4370128
10/9/20,IN,India,SEARO,95735,4465863
11/9/20,IN,India,SEARO,96551,4562414
12/9/20,IN,India,SEARO,97570,4659984
13/9/20,IN,India,SEARO,94372,4754356
14/9/20,IN,India,SEARO,92071,4846427
15/9/20,IN,India,SEARO,83809,4930236
16/9/20,IN,India,SEARO,90123,5020359
17/9/20,IN,India,SEARO,97894,5118253
18/9/20,IN,India,SEARO,96424,5214677
19/9/20,IN,India,SEARO,93337,5308014
20/9/20,IN,India,SEARO,92605,5400619
21/9/20,IN,India,SEARO,86961,5487580
22/9/20,IN,India,SEARO,75083,5562663
23/9/20,IN,India,SEARO,83347,5646010
24/9/20,IN,India,SEARO,86508,5732518
25/9/20,IN,India,SEARO,86052,5818570
26/9/20,IN,India,SEARO,85362,5903932
27/9/20,IN,India,SEARO,88600,5992532
28/9/20,IN,India,SEARO,82170,6074702
29/9/20,IN,India,SEARO,70589,6145291
30/9/20,IN,India,SEARO,80472,6225763
1/10/20,IN,India,SEARO,86821,6312584
2/10/20,IN,India,SEARO,81484,6394068
3/10/20,IN,India,SEARO,79476,6473544
4/10/20,IN,India,SEARO,75829,6549373
5/10/20,IN,India,SEARO,74442,6623815
6/10/20,IN,India,SEARO,61267,6685082
7/10/20,IN,India,SEARO,72049,6757131
8/10/20,IN,India,SEARO,78524,6835655
9/10/20,IN,India,SEARO,70496,6906151
10/10/20,IN,India,SEARO,73272,6979423
11/10/20,IN,India,SEARO,74383,7053806
12/10/20,IN,India,SEARO,66732,7120538
13/10/20,IN,India,SEARO,55342,7175880
14/10/20,IN,India,SEARO,63509,7239389
15/10/20,IN,India,SEARO,67708,7307097
16/10/20,IN,India,SEARO,63371,7370468
17/10/20,IN,India,SEARO,62212,7432680
18/10/20,IN,India,SEARO,61871,7494551
19/10/20,IN,India,SEARO,55722,7550273
20/10/20,IN,India,SEARO,46790,7597063
21/10/20,IN,India,SEARO,54044,7651107
22/10/20,IN,India,SEARO,55839,7706946
23/10/20,IN,India,SEARO,54366,7761312
24/10/20,IN,India,SEARO,53370,7814682
25/10/20,IN,India,SEARO,50129,7864811
26/10/20,IN,India,SEARO,45148,7909959
27/10/20,IN,India,SEARO,36470,7946429
28/10/20,IN,India,SEARO,43893,7990322
29/10/20,IN,India,SEARO,49881,8040203
30/10/20,IN,India,SEARO,48648,8088851
31/10/20,IN,India,SEARO,48268,8137119
1/11/20,IN,India,SEARO,46963,8184082
2/11/20,IN,India,SEARO,45231,8229313
3/11/20,IN,India,SEARO,38310,8267623
4/11/20,IN,India,SEARO,46253,8313876
5/11/20,IN,India,SEARO,50210,8364086
6/11/20,IN,India,SEARO,47638,8411724
7/11/20,IN,India,SEARO,50356,8462080
8/11/20,IN,India,SEARO,45674,8507754
9/11/20,IN,India,SEARO,45903,8553657
10/11/20,IN,India,SEARO,38073,8591730
11/11/20,IN,India,SEARO,44281,8636011
12/11/20,IN,India,SEARO,47905,8683916
13/11/20,IN,India,SEARO,44879,8728795
14/11/20,IN,India,SEARO,44684,8773479
15/11/20,IN,India,SEARO,41100,8814579
16/11/20,IN,India,SEARO,30548,8845127
17/11/20,IN,India,SEARO,29163,8874290
18/11/20,IN,India,SEARO,38617,8912907
19/11/20,IN,India,SEARO,45576,8958483
20/11/20,IN,India,SEARO,45882,9004365
21/11/20,IN,India,SEARO,46232,9050597
22/11/20,IN,India,SEARO,45209,9095806
23/11/20,IN,India,SEARO,44059,9139865
24/11/20,IN,India,SEARO,37975,9177840
25/11/20,IN,India,SEARO,44376,9222216
26/11/20,IN,India,SEARO,44489,9266705
27/11/20,IN,India,SEARO,43082,9309787
28/11/20,IN,India,SEARO,41322,9351109
29/11/20,IN,India,SEARO,41810,9392919
30/11/20,IN,India,SEARO,38772,9431691
1/12/20,IN,India,SEARO,31118,9462809
2/12/20,IN,India,SEARO,36604,9499413
3/12/20,IN,India,SEARO,35551,9534964
4/12/20,IN,India,SEARO,36595,9571559
5/12/20,IN,India,SEARO,36652,9608211
6/12/20,IN,India,SEARO,36011,9644222
7/12/20,IN,India,SEARO,32981,9677203
8/12/20,IN,India,SEARO,26567,9703770
9/12/20,IN,India,SEARO,32080,9735850
10/12/20,IN,India,SEARO,31521,9767371
11/12/20,IN,India,SEARO,29398,9796769
12/12/20,IN,India,SEARO,30006,9826775
13/12/20,IN,India,SEARO,30254,9857029
14/12/20,IN,India,SEARO,27071,9884100
15/12/20,IN,India,SEARO,22065,9906165
16/12/20,IN,India,SEARO,26382,9932547
17/12/20,IN,India,SEARO,24010,9956557
18/12/20,IN,India,SEARO,22890,9979447
19/12/20,IN,India,SEARO,25152,10004599
20/12/20,IN,India,SEARO,26624,10031223
21/12/20,IN,India,SEARO,24337,10055560
22/12/20,IN,India,SEARO,19556,10075116
23/12/20,IN,India,SEARO,23950,10099066
24/12/20,IN,India,SEARO,24712,10123778
25/12/20,IN,India,SEARO,23067,10146845
26/12/20,IN,India,SEARO,22273,10169118
27/12/20,IN,India,SEARO,18732,10187850
28/12/20,IN,India,SEARO,20021,10207871
29/12/20,IN,India,SEARO,16432,10224303
30/12/20,IN,India,SEARO,20549,10244852
31/12/20,IN,India,SEARO,21822,10266674
1/1/21,IN,India,SEARO,20035,10286709
2/1/21,IN,India,SEARO,19079,10305788
3/1/21,IN,India,SEARO,18177,10323965
4/1/21,IN,India,SEARO,16504,10340469
5/1/21,IN,India,SEARO,16375,10356844
6/1/21,IN,India,SEARO,18088,10374932
7/1/21,IN,India,SEARO,20346,10395278
8/1/21,IN,India,SEARO,18139,10413417
9/1/21,IN,India,SEARO,18222,10431639
10/1/21,IN,India,SEARO,18645,10450284
11/1/21,IN,India,SEARO,16311,10466595
12/1/21,IN,India,SEARO,12584,10479179
13/1/21,IN,India,SEARO,15968,10495147
14/1/21,IN,India,SEARO,16946,10512093
15/1/21,IN,India,SEARO,15590,10527683
16/1/21,IN,India,SEARO,15158,10542841
17/1/21,IN,India,SEARO,15144,10557985
18/1/21,IN,India,SEARO,13788,10571773
19/1/21,IN,India,SEARO,10064,10581837
20/1/21,IN,India,SEARO,13823,10595660
21/1/21,IN,India,SEARO,15223,10610883
22/1/21,IN,India,SEARO,14545,10625428
23/1/21,IN,India,SEARO,14256,10639684
24/1/21,IN,India,SEARO,14849,10654533
25/1/21,IN,India,SEARO,13203,10667736
26/1/21,IN,India,SEARO,9102,10676838
27/1/21,IN,India,SEARO,12689,10689527
28/1/21,IN,India,SEARO,11666,10701193
29/1/21,IN,India,SEARO,18855,10720048
30/1/21,IN,India,SEARO,13083,10733131
31/1/21,IN,India,SEARO,13052,10746183
1/2/21,IN,India,SEARO,11427,10757610
2/2/21,IN,India,SEARO,8635,10766245
3/2/21,IN,India,SEARO,11039,10777284
4/2/21,IN,India,SEARO,12899,10790183
5/2/21,IN,India,SEARO,12408,10802591
6/2/21,IN,India,SEARO,11713,10814304
7/2/21,IN,India,SEARO,12059,10826363
8/2/21,IN,India,SEARO,11831,10838194
9/2/21,IN,India,SEARO,9110,10847304
10/2/21,IN,India,SEARO,11067,10858371
11/2/21,IN,India,SEARO,12923,10871294
12/2/21,IN,India,SEARO,9309,10880603
13/2/21,IN,India,SEARO,12143,10892746
14/2/21,IN,India,SEARO,12194,10904940
15/2/21,IN,India,SEARO,11649,10916589
16/2/21,IN,India,SEARO,9121,10925710
17/2/21,IN,India,SEARO,11610,10937320
18/2/21,IN,India,SEARO,12881,10950201
19/2/21,IN,India,SEARO,13193,10963394
20/2/21,IN,India,SEARO,13993,10977387
21/2/21,IN,India,SEARO,14264,10991651
22/2/21,IN,India,SEARO,14199,11005850
23/2/21,IN,India,SEARO,10584,11016434
24/2/21,IN,India,SEARO,13742,11030176
25/2/21,IN,India,SEARO,16738,11046914
26/2/21,IN,India,SEARO,16577,11063491
27/2/21,IN,India,SEARO,16488,11079979
28/2/21,IN,India,SEARO,16752,11096731
1/3/21,IN,India,SEARO,15510,11112241
2/3/21,IN,India,SEARO,12286,11124527
3/3/21,IN,India,SEARO,14989,11139516
4/3/21,IN,India,SEARO,17407,11156923
5/3/21,IN,India,SEARO,16838,11173761
6/3/21,IN,India,SEARO,18327,11192088
7/3/21,IN,India,SEARO,18711,11210799
8/3/21,IN,India,SEARO,18599,11229398
9/3/21,IN,India,SEARO,15388,11244786
10/3/21,IN,India,SEARO,17921,11262707
11/3/21,IN,India,SEARO,22854,11285561
12/3/21,IN,India,SEARO,23285,11308846
13/3/21,IN,India,SEARO,24882,11333728
14/3/21,IN,India,SEARO,25320,11359048
15/3/21,IN,India,SEARO,26291,11385339
16/3/21,IN,India,SEARO,24492,11409831
17/3/21,IN,India,SEARO,28903,11438734
18/3/21,IN,India,SEARO,35871,11474605
19/3/21,IN,India,SEARO,39726,11514331
20/3/21,IN,India,SEARO,40953,11555284
21/3/21,IN,India,SEARO,43846,11599130
22/3/21,IN,India,SEARO,46951,11646081
23/3/21,IN,India,SEARO,40715,11686796
24/3/21,IN,India,SEARO,47262,11734058
25/3/21,IN,India,SEARO,53476,11787534
26/3/21,IN,India,SEARO,59118,11846652
27/3/21,IN,India,SEARO,62258,11908910
28/3/21,IN,India,SEARO,62714,11971624
29/3/21,IN,India,SEARO,68020,12039644
30/3/21,IN,India,SEARO,56211,12095855
31/3/21,IN,India,SEARO,53480,12149335
1/4/21,IN,India,SEARO,72330,12221665
2/4/21,IN,India,SEARO,81466,12303131
3/4/21,IN,India,SEARO,89129,12392260
4/4/21,IN,India,SEARO,93249,12485509
5/4/21,IN,India,SEARO,103558,12589067
6/4/21,IN,India,SEARO,96982,12686049
7/4/21,IN,India,SEARO,115736,12801785
8/4/21,IN,India,SEARO,126789,12928574
9/4/21,IN,India,SEARO,131968,13060542
10/4/21,IN,India,SEARO,145384,13205926
11/4/21,IN,India,SEARO,152879,13358805
12/4/21,IN,India,SEARO,168912,13527717
13/4/21,IN,India,SEARO,161736,13689453
14/4/21,IN,India,SEARO,184372,13873825
15/4/21,IN,India,SEARO,200739,14074564
16/4/21,IN,India,SEARO,217353,14291917
17/4/21,IN,India,SEARO,234692,14526609
18/4/21,IN,India,SEARO,261500,14788109
19/4/21,IN,India,SEARO,273810,15061919
20/4/21,IN,India,SEARO,259170,15321089
21/4/21,IN,India,SEARO,295041,15616130
22/4/21,IN,India,SEARO,314835,15930965
23/4/21,IN,India,SEARO,332730,16263695
24/4/21,IN,India,SEARO,346786,16610481
25/4/21,IN,India,SEARO,349691,16960172
26/4/21,IN,India,SEARO,352991,17313163
27/4/21,IN,India,SEARO,323144,17636307
28/4/21,IN,India,SEARO,360960,17997267
29/4/21,IN,India,SEARO,379257,18376524
30/4/21,IN,India,SEARO,386452,18762976
1/5/21,IN,India,SEARO,401993,19164969
2/5/21,IN,India,SEARO,392488,19557457
3/5/21,IN,India,SEARO,368147,19925604
4/5/21,IN,India,SEARO,357229,20282833
5/5/21,IN,India,SEARO,382315,20665148
6/5/21,IN,India,SEARO,412262,21077410
7/5/21,IN,India,SEARO,414188,21491598
8/5/21,IN,India,SEARO,401078,21892676
9/5/21,IN,India,SEARO,403738,22296414
10/5/21,IN,India,SEARO,366161,22662575
11/5/21,IN,India,SEARO,329942,22992517
12/5/21,IN,India,SEARO,348421,23340938
13/5/21,IN,India,SEARO,362727,23703665
14/5/21,IN,India,SEARO,343144,24046809
15/5/21,IN,India,SEARO,326098,24372907
16/5/21,IN,India,SEARO,311170,24684077
17/5/21,IN,India,SEARO,281386,24965463
18/5/21,IN,India,SEARO,263533,25228996
19/5/21,IN,India,SEARO,267334,25496330
20/5/21,IN,India,SEARO,276110,25772440
21/5/21,IN,India,SEARO,259551,26031991
22/5/21,IN,India,SEARO,257299,26289290
23/5/21,IN,India,SEARO,240842,26530132
24/5/21,IN,India,SEARO,222315,26752447
25/5/21,IN,India,SEARO,196427,26948874
26/5/21,IN,India,SEARO,208921,27157795
27/5/21,IN,India,SEARO,211298,27369093
28/5/21,IN,India,SEARO,186364,27555457
29/5/21,IN,India,SEARO,173790,27729247
30/5/21,IN,India,SEARO,165553,27894800
31/5/21,IN,India,SEARO,152734,28047534
1/6/21,IN,India,SEARO,127510,28175044
2/6/21,IN,India,SEARO,132788,28307832
3/6/21,IN,India,SEARO,134154,28441986
4/6/21,IN,India,SEARO,132364,28574350
5/6/21,IN,India,SEARO,120529,28694879
6/6/21,IN,India,SEARO,114460,28809339
7/6/21,IN,India,SEARO,100636,28909975
8/6/21,IN,India,SEARO,86498,28996473
9/6/21,IN,India,SEARO,92596,29089069
10/6/21,IN,India,SEARO,94052,29183121
11/6/21,IN,India,SEARO,91702,29274823
12/6/21,IN,India,SEARO,84332,29359155
13/6/21,IN,India,SEARO,80834,29439989
14/6/21,IN,India,SEARO,70421,29510410
15/6/21,IN,India,SEARO,60471,29570881
16/6/21,IN,India,SEARO,62224,29633105
17/6/21,IN,India,SEARO,67208,29700313
18/6/21,IN,India,SEARO,62480,29762793
19/6/21,IN,India,SEARO,60753,29823546
20/6/21,IN,India,SEARO,58419,29881965
21/6/21,IN,India,SEARO,53256,29935221
22/6/21,IN,India,SEARO,42640,29977861
23/6/21,IN,India,SEARO,50848,30028709
24/6/21,IN,India,SEARO,54069,30082778
25/6/21,IN,India,SEARO,51667,30134445
26/6/21,IN,India,SEARO,48698,30183143
27/6/21,IN,India,SEARO,50040,30233183
28/6/21,IN,India,SEARO,46148,30279331
29/6/21,IN,India,SEARO,37566,30316897
30/6/21,IN,India,SEARO,45951,30362848
1/7/21,IN,India,SEARO,48786,30411634
2/7/21,IN,India,SEARO,46617,30458251
3/7/21,IN,India,SEARO,44111,30502362
4/7/21,IN,India,SEARO,43071,30545433
5/7/21,IN,India,SEARO,39796,30585229
6/7/21,IN,India,SEARO,34703,30619932
7/7/21,IN,India,SEARO,43733,30663665
8/7/21,IN,India,SEARO,45892,30709557
9/7/21,IN,India,SEARO,43393,30752950
10/7/21,IN,India,SEARO,42766,30795716
11/7/21,IN,India,SEARO,41506,30837222
12/7/21,IN,India,SEARO,37154,30874376
13/7/21,IN,India,SEARO,32906,30907282
14/7/21,IN,India,SEARO,38792,30946074
15/7/21,IN,India,SEARO,41806,30987880
16/7/21,IN,India,SEARO,38949,31026829
17/7/21,IN,India,SEARO,38079,31064908
18/7/21,IN,India,SEARO,41157,31106065
19/7/21,IN,India,SEARO,38164,31144229
20/7/21,IN,India,SEARO,30093,31174322
21/7/21,IN,India,SEARO,42015,31216337
22/7/21,IN,India,SEARO,41383,31257720
23/7/21,IN,India,SEARO,35342,31293062
24/7/21,IN,India,SEARO,39097,31332159
25/7/21,IN,India,SEARO,39742,31371901
26/7/21,IN,India,SEARO,39361,31411262
27/7/21,IN,India,SEARO,29689,31440951
28/7/21,IN,India,SEARO,43654,31484605
29/7/21,IN,India,SEARO,43509,31528114
30/7/21,IN,India,SEARO,44230,31572344
31/7/21,IN,India,SEARO,41649,31613993
1/8/21,IN,India,SEARO,41831,31655824
2/8/21,IN,India,SEARO,40134,31695958
3/8/21,IN,India,SEARO,30549,31726507
4/8/21,IN,India,SEARO,42625,31769132
5/8/21,IN,India,SEARO,42982,31812114
6/8/21,IN,India,SEARO,44643,31856757
7/8/21,IN,India,SEARO,38628,31895385
8/8/21,IN,India,SEARO,39070,31934455
9/8/21,IN,India,SEARO,35499,31969954
10/8/21,IN,India,SEARO,28204,31998158
11/8/21,IN,India,SEARO,38353,32036511
12/8/21,IN,India,SEARO,41195,32077706
13/8/21,IN,India,SEARO,40120,32117826
14/8/21,IN,India,SEARO,38667,32156493
15/8/21,IN,India,SEARO,36083,32192576
16/8/21,IN,India,SEARO,32937,32225513
17/8/21,IN,India,SEARO,25166,32250679
18/8/21,IN,India,SEARO,35178,32285857
19/8/21,IN,India,SEARO,36401,32322258
20/8/21,IN,India,SEARO,36571,32358829
21/8/21,IN,India,SEARO,34457,32393286
22/8/21,IN,India,SEARO,30948,32424234
23/8/21,IN,India,SEARO,25072,32449306
24/8/21,IN,India,SEARO,25467,32474773
25/8/21,IN,India,SEARO,37593,32512366
26/8/21,IN,India,SEARO,46164,32558530
27/8/21,IN,India,SEARO,44658,32603188
28/8/21,IN,India,SEARO,46759,32649947
29/8/21,IN,India,SEARO,45083,32695030
30/8/21,IN,India,SEARO,42909,32737939
31/8/21,IN,India,SEARO,30941,32768880
1/9/21,IN,India,SEARO,41965,32810845
2/9/21,IN,India,SEARO,47092,32857937
3/9/21,IN,India,SEARO,45352,32903289
4/9/21,IN,India,SEARO,42618,32945907
5/9/21,IN,India,SEARO,42766,32988673
6/9/21,IN,India,SEARO,38948,33027621
7/9/21,IN,India,SEARO,31222,33058843
8/9/21,IN,India,SEARO,37875,33096718
9/9/21,IN,India,SEARO,43263,33139981
10/9/21,IN,India,SEARO,34973,33174954
3/1/20,GB,The United Kingdom,EURO,0,0
4/1/20,GB,The United Kingdom,EURO,0,0
5/1/20,GB,The United Kingdom,EURO,0,0
6/1/20,GB,The United Kingdom,EURO,0,0
7/1/20,GB,The United Kingdom,EURO,0,0
8/1/20,GB,The United Kingdom,EURO,0,0
9/1/20,GB,The United Kingdom,EURO,0,0
10/1/20,GB,The United Kingdom,EURO,0,0
11/1/20,GB,The United Kingdom,EURO,0,0
12/1/20,GB,The United Kingdom,EURO,0,0
13/1/20,GB,The United Kingdom,EURO,0,0
14/1/20,GB,The United Kingdom,EURO,0,0
15/1/20,GB,The United Kingdom,EURO,0,0
16/1/20,GB,The United Kingdom,EURO,0,0
17/1/20,GB,The United Kingdom,EURO,0,0
18/1/20,GB,The United Kingdom,EURO,0,0
19/1/20,GB,The United Kingdom,EURO,0,0
20/1/20,GB,The United Kingdom,EURO,0,0
21/1/20,GB,The United Kingdom,EURO,0,0
22/1/20,GB,The United Kingdom,EURO,0,0
23/1/20,GB,The United Kingdom,EURO,0,0
24/1/20,GB,The United Kingdom,EURO,0,0
25/1/20,GB,The United Kingdom,EURO,0,0
26/1/20,GB,The United Kingdom,EURO,0,0
27/1/20,GB,The United Kingdom,EURO,0,0
28/1/20,GB,The United Kingdom,EURO,0,0
29/1/20,GB,The United Kingdom,EURO,0,0
30/1/20,GB,The United Kingdom,EURO,0,0
31/1/20,GB,The United Kingdom,EURO,0,0
1/2/20,GB,The United Kingdom,EURO,2,2
2/2/20,GB,The United Kingdom,EURO,0,2
3/2/20,GB,The United Kingdom,EURO,0,2
4/2/20,GB,The United Kingdom,EURO,0,2
5/2/20,GB,The United Kingdom,EURO,0,2
6/2/20,GB,The United Kingdom,EURO,0,2
7/2/20,GB,The United Kingdom,EURO,1,3
8/2/20,GB,The United Kingdom,EURO,0,3
9/2/20,GB,The United Kingdom,EURO,0,3
10/2/20,GB,The United Kingdom,EURO,4,7
11/2/20,GB,The United Kingdom,EURO,1,8
12/2/20,GB,The United Kingdom,EURO,0,8
13/2/20,GB,The United Kingdom,EURO,1,9
14/2/20,GB,The United Kingdom,EURO,0,9
15/2/20,GB,The United Kingdom,EURO,0,9
16/2/20,GB,The United Kingdom,EURO,0,9
17/2/20,GB,The United Kingdom,EURO,0,9
18/2/20,GB,The United Kingdom,EURO,0,9
19/2/20,GB,The United Kingdom,EURO,0,9
20/2/20,GB,The United Kingdom,EURO,0,9
21/2/20,GB,The United Kingdom,EURO,0,9
22/2/20,GB,The United Kingdom,EURO,0,9
23/2/20,GB,The United Kingdom,EURO,1,10
24/2/20,GB,The United Kingdom,EURO,0,10
25/2/20,GB,The United Kingdom,EURO,1,11
26/2/20,GB,The United Kingdom,EURO,2,13
27/2/20,GB,The United Kingdom,EURO,5,18
